persona,question,average_score,standard_deviation
40,20,2.0,0.0
40,21,4.5,0.5270462766947299
40,22,4.0,0.0
40,23,2.0,0.0
40,24,2.0,0.0
40,25,2.0,0.0
40,26,0.2,0.6324555320336759
40,27,4.0,0.0
40,28,2.0,0.0
40,29,4.0,0.0
40,30,2.0,0.0
41,1,4.0,0.0
41,2,4.1,0.31622776601683794
41,3,4.0,0.0
41,4,3.0,0.0
41,5,4.0,0.0
41,6,5.0,0.0
41,7,4.0,0.0
41,8,4.0,0.0
41,9,4.0,0.0
41,10,4.0,0.0
41,11,4.0,0.0
41,12,4.0,0.0
41,13,4.0,0.0
41,14,4.0,0.0
41,15,4.8,0.4216370213557839
41,16,5.0,0.0
41,17,5.0,0.0
41,18,4.0,0.0
41,19,4.0,0.0
41,20,4.0,0.0
41,21,5.0,0.0
41,22,4.0,0.0
41,23,4.0,0.0
41,24,3.0,0.0
41,25,2.0,0.0
41,26,2.4,0.8432740427115678
41,27,3.0,0.0
41,28,4.0,0.0
41,29,3.9,0.31622776601683794
41,30,4.0,0.0
42,1,2.1,0.31622776601683794
42,2,4.0,0.0
42,3,2.0,0.0
42,4,2.0,0.0
42,5,1.4,0.9660917830792959
42,6,2.2,0.4216370213557839
42,7,3.0,0.0
42,8,2.1,0.31622776601683794
42,9,2.0,0.0
42,10,0.0,0.0
42,11,2.0,0.0
42,12,2.9,0.31622776601683794
42,13,1.6,0.8432740427115679
42,14,4.0,0.0
42,15,2.0,0.0
42,16,3.0,0.0
42,17,4.0,0.0
42,18,3.0,0.0
42,19,2.0,0.0
42,20,2.0,0.0
42,21,0.0,0.0
42,22,3.3,0.48304589153964794
42,23,2.0,0.0
42,24,0.0,0.0
42,25,0.8,1.0327955589886446
42,26,0.0,0.0
42,27,0.0,0.0
42,28,3.1,0.31622776601683794
42,29,3.0,0.0
42,30,0.0,0.0
43,1,4.0,0.0
43,2,4.0,0.0
43,3,4.0,0.0
43,4,4.0,0.0
43,5,4.0,0.0
43,6,4.0,0.0
43,7,4.0,0.0
43,8,4.0,0.0
43,9,4.0,0.0
43,10,4.0,0.0
43,11,4.0,0.0
43,12,4.7,0.48304589153964794
43,13,4.0,0.0
43,14,4.0,0.0
43,15,4.0,0.0
43,16,4.0,0.0
43,17,4.0,0.0
43,18,4.0,0.0
43,19,3.6,0.5163977794943223
43,20,4.0,0.0
43,21,4.0,0.0
43,22,4.0,0.0
43,23,3.6,0.5163977794943223
43,24,3.0,0.0
43,25,2.9,0.31622776601683794
43,26,2.0,0.0
43,27,4.0,0.0
43,28,4.0,0.0
43,29,4.0,0.0
43,30,2.0,0.0
44,1,5.0,0.0
44,2,5.0,0.0
44,3,5.0,0.0
44,4,4.0,0.0
44,5,5.0,0.0
44,6,5.0,0.0
44,7,5.0,0.0
44,8,5.0,0.0
44,9,4.9,0.31622776601683794
44,10,5.0,0.0
44,11,5.0,0.0
44,12,5.0,0.0
44,13,4.6,0.5163977794943222
44,14,5.0,0.0
44,15,5.0,0.0
44,16,5.0,0.0
44,17,5.0,0.0
44,18,4.5,0.5270462766947299
44,19,5.0,0.0
44,20,4.0,0.0
44,21,5.0,0.0
44,22,5.0,0.0
44,23,4.9,0.31622776601683794
44,24,4.0,0.0
44,25,4.0,0.0
44,26,4.9,0.31622776601683794
44,27,4.0,0.0
44,28,4.0,0.0
44,29,5.0,0.0
44,30,4.2,0.4216370213557839
45,1,4.0,0.0
45,2,4.0,0.0
45,3,3.5,0.5270462766947299
45,4,3.3,0.48304589153964794
45,5,4.0,0.0
45,6,4.0,0.0
45,7,4.0,0.0
45,8,4.0,0.0
45,9,4.0,0.0
45,10,4.0,0.0
45,11,4.0,0.0
45,12,4.0,0.0
45,13,4.0,0.0
45,14,4.0,0.0
45,15,4.0,0.0
45,16,4.0,0.0
45,17,4.0,0.0
45,18,4.0,0.0
45,19,4.0,0.0
45,20,4.0,0.0
45,21,5.0,0.0
45,22,4.0,0.0
45,23,4.0,0.0
45,24,4.0,0.0
45,25,3.0,0.0
45,26,4.0,0.0
45,27,3.0,0.0
45,28,3.0,0.0
45,29,4.0,0.0
45,30,4.0,0.0
46,1,4.0,0.0
46,2,4.0,0.0
46,3,2.2,0.4216370213557839
46,4,2.9,0.31622776601683794
46,5,4.0,0.0
46,6,4.0,0.0
46,7,4.0,0.0
46,8,4.0,0.0
46,9,3.9,0.31622776601683794
46,10,3.8,0.4216370213557839
46,11,4.0,0.0
46,12,4.0,0.0
46,13,2.2,0.4216370213557839
46,14,4.0,0.0
46,15,4.0,0.0
46,16,4.3,0.48304589153964794
46,17,4.0,0.0
46,18,4.0,0.0
46,19,4.0,0.0
46,20,4.0,0.0
46,21,5.0,0.0
46,22,4.0,0.0
46,23,4.0,0.0
46,24,2.0,0.0
46,25,2.0,0.0
46,26,2.0,0.0
46,27,3.0,0.0
46,28,4.0,0.0
46,29,4.0,0.0
46,30,3.0,0.0
47,1,4.6,0.5163977794943222
47,2,5.0,0.0
47,3,5.0,0.0
47,4,4.5,0.5270462766947299
47,5,5.0,0.0
47,6,5.0,0.0
47,7,5.0,0.0
47,8,5.0,0.0
47,9,5.0,0.0
47,10,5.0,0.0
47,11,5.0,0.0
47,12,5.0,0.0
47,13,4.6,0.5163977794943222
47,14,5.0,0.0
47,15,5.0,0.0
47,16,5.0,0.0
47,17,5.0,0.0
47,18,5.0,0.0
47,19,5.0,0.0
47,20,5.0,0.0
47,21,5.0,0.0
47,22,5.0,0.0
47,23,4.2,0.4216370213557839
47,24,4.0,0.0
47,25,2.0,0.0
47,26,5.0,0.0
47,27,4.0,0.0
47,28,4.0,0.0
47,29,5.0,0.0
47,30,5.0,0.0
48,1,4.0,0.0
48,2,4.0,0.0
48,3,2.0,0.0
48,4,2.0,0.0
48,5,1.8,0.4216370213557839
48,6,4.0,0.0
48,7,4.0,0.0
48,8,2.5,0.5270462766947299
48,9,1.0,0.0
48,10,2.8,1.0327955589886446
48,11,4.0,0.0
48,12,4.0,0.0
48,13,2.0,0.0
48,14,4.0,0.0
48,15,2.0,0.0
48,16,4.0,0.0
48,17,4.0,0.0
48,18,3.1,0.31622776601683794
48,19,3.1,0.31622776601683794
48,20,4.0,0.0
48,21,5.0,0.0
48,22,4.0,0.0
48,23,4.0,0.0
48,24,2.0,0.0
48,25,2.0,0.0
48,26,2.0,0.0
48,27,2.2,0.4216370213557839
48,28,4.0,0.0
48,29,3.8,0.4216370213557839
48,30,3.0,0.0
49,1,4.0,0.0
49,2,4.9,0.31622776601683794
49,3,4.0,0.0
49,4,3.7,0.6749485577105528
49,5,4.0,0.0
49,6,5.0,0.0
49,7,4.0,0.0
49,8,4.0,0.0
49,9,3.4,0.9660917830792959
49,10,4.0,0.0
49,11,4.0,0.0
49,12,4.0,0.0
49,13,4.0,0.0
49,14,4.0,0.0
49,15,4.0,0.0
49,16,4.8,0.4216370213557839
49,17,4.8,0.4216370213557839
49,18,3.8,0.4216370213557839
49,19,4.0,0.0
49,20,4.0,0.0
49,21,5.0,0.0
49,22,4.0,0.0
49,23,4.0,0.0
49,24,2.0,0.0
49,25,3.0,0.0
49,26,3.2,1.0327955589886446
49,27,4.0,0.0
49,28,4.0,0.0
49,29,4.0,0.0
49,30,3.1,0.31622776601683794
50,1,4.0,0.0
50,2,4.0,0.0
50,3,4.0,0.0
50,4,4.0,0.0
50,5,4.0,0.0
50,6,5.0,0.0
50,7,4.1,0.31622776601683794
50,8,4.0,0.0
50,9,4.0,0.0
50,10,4.0,0.0
50,11,4.0,0.0
50,12,4.0,0.0
50,13,4.0,0.0
50,14,4.0,0.0
50,15,4.0,0.0
50,16,4.9,0.31622776601683794
50,17,4.0,0.0
50,18,4.0,0.0
50,19,4.0,0.0
50,20,4.0,0.0
50,21,5.0,0.0
50,22,4.0,0.0
50,23,4.0,0.0
50,24,4.0,0.0
50,25,4.0,0.0
50,26,3.2,1.0327955589886446
50,27,4.0,0.0
50,28,4.0,0.0
50,29,4.0,0.0
50,30,4.0,0.0
51,1,5.0,0.0
51,2,5.0,0.0
51,3,4.0,0.0
51,4,4.0,0.0
51,5,4.8,0.4216370213557839
51,6,5.0,0.0
51,7,5.0,0.0
51,8,5.0,0.0
51,9,4.0,0.0
51,10,5.0,0.0
51,11,5.0,0.0
51,12,5.0,0.0
51,13,5.0,0.0
51,14,5.0,0.0
51,15,5.0,0.0
51,16,5.0,0.0
51,17,5.0,0.0
51,18,4.0,0.0
51,19,4.0,0.0
51,20,4.0,0.0
51,21,5.0,0.0
51,22,5.0,0.0
51,23,4.2,0.4216370213557839
51,24,4.0,0.0
51,25,4.0,0.0
51,26,4.0,0.0
51,27,4.0,0.0
51,28,4.0,0.0
51,29,5.0,0.0
51,30,3.7,0.48304589153964794
52,1,4.0,0.0
52,2,4.0,0.0
52,3,4.0,0.0
52,4,3.0,0.0
52,5,4.0,0.0
52,6,4.0,0.0
52,7,4.0,0.0
52,8,4.0,0.0
52,9,3.0,0.0
52,10,4.0,0.0
52,11,4.0,0.0
52,12,4.0,0.0
52,13,3.0,0.0
52,14,4.0,0.0
52,15,4.0,0.0
52,16,5.0,0.0
52,17,4.0,0.0
52,18,3.1,0.31622776601683794
52,19,4.0,0.0
52,20,2.8,0.4216370213557839
52,21,5.0,0.0
52,22,4.0,0.0
52,23,4.0,0.0
52,24,2.6,0.5163977794943223
52,25,3.0,0.0
52,26,2.0,0.0
52,27,3.8,0.4216370213557839
52,28,3.9,0.31622776601683794
52,29,4.0,0.0
52,30,3.0,0.0
53,1,4.0,0.0
53,2,5.0,0.0
53,3,5.0,0.0
53,4,3.8,0.6324555320336759
53,5,4.0,0.0
53,6,5.0,0.0
53,7,4.0,0.0
53,8,4.4,0.5163977794943222
53,9,2.0,0.0
53,10,4.0,0.0
53,11,4.0,0.0
53,12,5.0,0.0
53,13,4.0,0.0
53,14,4.0,0.0
53,15,4.0,0.0
53,16,5.0,0.0
53,17,5.0,0.0
53,18,4.7,0.48304589153964794
53,19,2.0,0.0
53,20,4.0,0.0
53,21,5.0,0.0
53,22,5.0,0.0
53,23,4.0,0.0
53,24,4.0,0.0
53,25,2.0,0.0
53,26,4.2,0.9189365834726815
53,27,4.0,0.0
53,28,4.0,0.0
53,29,3.4,0.9660917830792959
53,30,4.0,0.0
54,1,4.0,0.0
54,2,4.0,0.0
54,3,3.0,0.0
54,4,2.0,0.0
54,5,2.0,0.0
54,6,4.0,0.0
54,7,4.0,0.0
54,8,2.9,0.31622776601683794
54,9,3.1,0.31622776601683794
54,10,2.0,0.0
54,11,3.5,0.5270462766947299
54,12,4.0,0.0
54,13,2.0,0.0
54,14,4.0,0.0
54,15,3.9,0.31622776601683794
54,16,5.0,0.0
54,17,4.0,0.0
54,18,3.0,0.0
54,19,3.0,0.0
54,20,2.0,0.0
54,21,5.0,0.0
54,22,3.0,0.0
54,23,3.0,0.0
54,24,2.0,0.0
54,25,2.0,0.0
54,26,0.0,0.0
54,27,2.0,0.0
54,28,3.1,0.31622776601683794
54,29,2.0,0.0
54,30,2.1,0.31622776601683794
55,1,4.0,0.0
55,2,4.0,0.0
55,3,4.0,0.0
55,4,3.0,0.0
55,5,4.0,0.0
55,6,4.0,0.0
55,7,4.0,0.0
55,8,4.0,0.0
55,9,4.0,0.0
55,10,4.0,0.0
55,11,4.0,0.0
55,12,4.0,0.0
55,13,4.0,0.0
55,14,4.0,0.0
55,15,4.0,0.0
55,16,4.0,0.0
55,17,4.2,0.4216370213557839
55,18,4.0,0.0
55,19,4.0,0.0
55,20,4.0,0.0
55,21,5.0,0.0
55,22,4.0,0.0
55,23,4.0,0.0
55,24,2.9,0.31622776601683794
55,25,2.0,0.0
55,26,5.0,0.0
55,27,4.0,0.0
55,28,4.0,0.0
55,29,4.0,0.0
55,30,4.0,0.0
56,1,4.0,0.0
56,2,4.2,0.4216370213557839
56,3,4.0,0.0
56,4,4.0,0.0
56,5,4.0,0.0
56,6,5.0,0.0
56,7,4.0,0.0
56,8,4.0,0.0
56,9,4.0,0.0
56,10,4.0,0.0
56,11,4.0,0.0
56,12,5.0,0.0
56,13,4.0,0.0
56,14,4.0,0.0
56,15,4.0,0.0
56,16,5.0,0.0
56,17,5.0,0.0
56,18,4.0,0.0
56,19,4.0,0.0
56,20,4.0,0.0
56,21,5.0,0.0
56,22,5.0,0.0
56,23,4.0,0.0
56,24,4.0,0.0
56,25,2.0,0.0
56,26,3.6,0.8432740427115678
56,27,4.0,0.0
56,28,4.0,0.0
56,29,4.0,0.0
56,30,4.0,0.0
57,1,4.0,0.0
57,2,4.0,0.0
57,3,4.0,0.0
57,4,4.0,0.0
57,5,4.0,0.0
57,6,4.0,0.0
57,7,4.5,0.5270462766947299
57,8,4.0,0.0
57,9,4.0,0.0
57,10,4.0,0.0
57,11,4.0,0.0
57,12,4.5,0.5270462766947299
57,13,4.0,0.0
57,14,4.0,0.0
57,15,4.0,0.0
57,16,4.9,0.31622776601683794
57,17,4.3,0.48304589153964794
57,18,4.7,0.48304589153964794
57,19,4.0,0.0
57,20,4.0,0.0
57,21,5.0,0.0
57,22,4.0,0.0
57,23,4.0,0.0
57,24,3.0,0.0
57,25,2.0,0.0
57,26,2.4,0.8432740427115679
57,27,4.0,0.0
57,28,4.0,0.0
57,29,4.0,0.0
57,30,4.0,0.0
58,1,3.1,0.9944289260117533
58,2,4.0,0.0
58,3,2.0,0.0
58,4,2.0,0.0
58,5,2.0,0.0
58,6,3.8,0.6324555320336759
58,7,3.2,1.0327955589886446
58,8,2.0,0.0
58,9,2.0,0.0
58,10,2.0,0.0
58,11,2.6,0.9660917830792959
58,12,2.0,0.0
58,13,2.0,0.0
58,14,4.0,0.0
58,15,2.0,0.0
58,16,2.7,0.9486832980505138
58,17,2.0,0.0
58,18,2.0,0.0
58,19,2.0,0.0
58,20,2.0,0.0
58,21,2.2,0.6324555320336759
58,22,2.0,0.0
58,23,2.1,0.31622776601683794
58,24,2.0,0.0
58,25,2.0,0.0
58,26,1.3,0.48304589153964794
58,27,2.0,0.0
58,28,2.0,0.0
58,29,2.0,0.0
58,30,2.0,0.0
59,1,4.0,0.0
59,2,4.0,0.0
59,3,4.0,0.0
59,4,3.0,0.0
59,5,4.0,0.0
59,6,4.0,0.0
59,7,4.0,0.0
59,8,4.0,0.0
59,9,4.0,0.0
59,10,4.0,0.0
59,11,4.0,0.0
59,12,4.0,0.0
59,13,4.0,0.0
59,14,4.0,0.0
59,15,4.0,0.0
59,16,4.0,0.0
59,17,4.0,0.0
59,18,4.0,0.0
59,19,4.0,0.0
59,20,4.0,0.0
59,21,5.0,0.0
59,22,4.0,0.0
59,23,4.0,0.0
59,24,3.0,0.0
59,25,3.0,0.0
59,26,4.0,0.0
59,27,3.7,0.48304589153964794
59,28,4.0,0.0
59,29,4.0,0.0
59,30,4.0,0.0
60,1,4.0,0.0
60,2,4.0,0.0
60,3,4.0,0.0
60,4,3.0,0.0
60,5,2.5,0.5270462766947299
60,6,4.0,0.0
60,7,4.0,0.0
60,8,4.0,0.0
60,9,4.0,0.0
60,10,4.0,0.0
60,11,3.0,0.0
60,12,4.0,0.0
60,13,4.0,0.0
60,14,4.0,0.0
60,15,4.0,0.0
60,16,4.0,0.0
60,17,4.0,0.0
60,18,4.0,0.0
60,19,4.0,0.0
60,20,4.0,0.0
60,21,4.0,0.0
60,22,4.0,0.0
60,23,4.0,0.0
60,24,3.0,0.0
60,25,2.0,0.0
60,26,0.6,0.9660917830792958
60,27,2.0,0.0
60,28,4.0,0.0
60,29,4.0,0.0
60,30,2.1,0.31622776601683794
61,1,2.6,0.5163977794943223
61,2,4.0,0.0
61,3,2.1,0.31622776601683794
61,4,2.0,0.0
61,5,2.0,0.0
61,6,4.0,0.0
61,7,4.0,0.0
61,8,4.0,0.0
61,9,2.0,0.0
61,10,2.4,0.5163977794943223
61,11,3.2,0.4216370213557839
61,12,4.0,0.0
61,13,2.0,0.0
61,14,4.0,0.0
61,15,2.0,0.0
61,16,4.0,0.0
61,17,4.0,0.0
61,18,4.0,0.0
61,19,3.6,0.5163977794943223
61,20,3.0,0.0
61,21,4.1,0.31622776601683794
61,22,4.0,0.0
61,23,4.0,0.0
61,24,2.0,0.0
61,25,2.0,0.0
61,26,2.0,0.0
61,27,2.0,0.0
61,28,4.0,0.0
61,29,3.9,0.31622776601683794
61,30,2.0,0.0
62,1,4.0,0.0
62,2,4.0,0.0
62,3,4.0,0.0
62,4,3.0,0.0
62,5,3.0,0.0
62,6,4.0,0.0
62,7,4.0,0.0
62,8,4.0,0.0
62,9,3.7,0.48304589153964794
62,10,4.0,0.0
62,11,4.0,0.0
62,12,4.0,0.0
62,13,4.0,0.0
62,14,4.0,0.0
62,15,4.0,0.0
62,16,4.0,0.0
62,17,4.0,0.0
62,18,4.0,0.0
62,19,4.0,0.0
62,20,4.0,0.0
62,21,4.6,0.5163977794943222
62,22,4.0,0.0
62,23,4.0,0.0
62,24,3.0,0.0
62,25,2.0,0.0
62,26,2.0,0.0
62,27,3.0,0.0
62,28,4.0,0.0
62,29,4.0,0.0
62,30,3.0,0.0
63,1,4.0,0.0
63,2,5.0,0.0
63,3,4.0,0.0
63,4,2.0,0.0
63,5,4.0,0.0
63,6,5.0,0.0
63,7,4.0,0.0
63,8,4.0,0.0
63,9,4.0,0.0
63,10,4.0,0.0
63,11,4.0,0.0
63,12,5.0,0.0
63,13,2.9,0.31622776601683794
63,14,4.0,0.0
63,15,4.0,0.0
63,16,5.0,0.0
63,17,5.0,0.0
63,18,3.3,0.48304589153964794
63,19,4.0,0.0
63,20,4.0,0.0
63,21,4.0,0.0
63,22,4.9,0.31622776601683794
63,23,4.0,0.0
63,24,2.0,0.0
63,25,2.0,0.0
63,26,4.1,0.31622776601683794
63,27,4.0,0.0
63,28,3.2,0.4216370213557839
63,29,4.0,0.0
63,30,2.0,0.0
64,1,4.0,0.0
64,2,4.0,0.0
64,3,4.0,0.0
64,4,3.0,0.0
64,5,4.0,0.0
64,6,4.0,0.0
64,7,4.0,0.0
64,8,4.0,0.0
64,9,4.0,0.0
64,10,4.0,0.0
64,11,4.0,0.0
64,12,4.0,0.0
64,13,3.0,0.0
64,14,4.0,0.0
64,15,4.0,0.0
64,16,4.0,0.0
64,17,4.0,0.0
64,18,4.0,0.0
64,19,3.9,0.31622776601683794
64,20,4.0,0.0
64,21,4.0,0.0
64,22,4.0,0.0
64,23,4.0,0.0
64,24,2.0,0.0
64,25,3.0,0.0
64,26,2.8,1.0327955589886446
64,27,3.7,0.48304589153964794
64,28,3.0,0.0
64,29,4.0,0.0
64,30,3.0,0.0
65,1,4.0,0.0
65,2,4.1,0.31622776601683794
65,3,4.0,0.0
65,4,4.0,0.0
65,5,4.0,0.0
65,6,5.0,0.0
65,7,4.5,0.5270462766947299
65,8,4.0,0.0
65,9,4.0,0.0
65,10,4.0,0.0
65,11,4.0,0.0
65,12,4.0,0.0
65,13,4.0,0.0
65,14,4.0,0.0
65,15,4.0,0.0
65,16,4.1,0.31622776601683794
65,17,4.0,0.0
65,18,4.0,0.0
65,19,4.0,0.0
65,20,4.0,0.0
65,21,5.0,0.0
65,22,4.0,0.0
65,23,4.0,0.0
65,24,2.7,0.9486832980505138
65,25,2.0,0.0
65,26,5.0,0.0
65,27,3.0,0.0
65,28,4.0,0.0
65,29,4.0,0.0
65,30,4.0,0.0
67,1,2.0,0.0
67,2,3.9,0.31622776601683794
67,3,2.0,0.0
67,4,0.0,0.0
67,5,0.0,0.0
67,6,3.1,0.8755950357709131
67,7,4.0,0.0
67,8,2.0,0.0
67,9,0.0,0.0
67,10,2.0,0.0
67,11,2.0,0.0
67,12,3.2,1.0327955589886446
67,13,0.0,0.0
67,14,4.0,0.0
67,15,0.0,0.0
67,16,4.0,0.0
67,17,4.0,0.0
67,18,2.0,0.0
67,19,2.0,0.0
67,20,2.0,0.0
67,21,5.0,0.0
67,22,3.4,0.9660917830792959
67,23,3.0,0.0
67,24,0.9,0.31622776601683794
67,25,1.7,0.48304589153964794
67,26,2.0,0.0
67,27,2.2,0.4216370213557839
67,28,3.8,0.4216370213557839
67,29,2.0,0.0
67,30,2.0,0.0
68,1,4.0,0.0
68,2,4.0,0.0
68,3,3.8,0.4216370213557839
68,4,3.0,0.0
68,5,4.0,0.0
68,6,4.0,0.0
68,7,4.0,0.0
68,8,4.0,0.0
68,9,4.0,0.0
68,10,4.0,0.0
68,11,4.0,0.0
68,12,4.0,0.0
68,13,4.0,0.0
68,14,4.0,0.0
68,15,4.0,0.0
68,16,4.0,0.0
68,17,4.0,0.0
68,18,4.0,0.0
68,19,4.0,0.0
68,20,4.0,0.0
68,21,5.0,0.0
68,22,4.0,0.0
68,23,4.0,0.0
68,24,2.7,0.48304589153964794
68,25,2.0,0.0
68,26,2.0,0.0
68,27,3.0,0.0
68,28,4.0,0.0
68,29,4.0,0.0
68,30,3.0,0.0
69,1,4.0,0.0
69,2,4.0,0.0
69,3,4.0,0.0
69,4,4.0,0.0
69,5,4.0,0.0
69,6,4.0,0.0
69,7,4.0,0.0
69,8,4.0,0.0
69,9,4.0,0.0
69,10,4.0,0.0
69,11,4.0,0.0
69,12,4.0,0.0
69,13,4.0,0.0
69,14,4.0,0.0
69,15,4.0,0.0
69,16,4.9,0.31622776601683794
69,17,4.0,0.0
69,18,4.0,0.0
69,19,4.0,0.0
69,20,4.0,0.0
69,21,5.0,0.0
69,22,4.0,0.0
69,23,4.0,0.0
69,24,3.0,0.0
69,25,2.0,0.0
69,26,3.4,0.5163977794943223
69,27,2.2,0.4216370213557839
69,28,4.0,0.0
69,29,4.0,0.0
69,30,4.0,0.0
70,1,4.0,0.0
70,2,4.0,0.0
70,3,3.0,0.0
70,4,2.0,0.0
70,5,2.9,0.31622776601683794
70,6,4.0,0.0
70,7,4.0,0.0
70,8,4.0,0.0
70,9,2.0,0.0
70,10,3.2,0.4216370213557839
70,11,4.0,0.0
70,12,4.0,0.0
70,13,3.0,0.0
70,14,4.0,0.0
70,15,3.5,0.5270462766947299
70,16,4.0,0.0
70,17,4.0,0.0
70,18,2.3,0.48304589153964794
70,19,4.0,0.0
70,20,3.0,0.0
70,21,4.0,0.0
70,22,3.3,0.48304589153964794
70,23,3.0,0.0
70,24,2.0,0.0
70,25,2.0,0.0
70,26,3.2,0.4216370213557839
70,27,2.7,0.48304589153964794
70,28,2.8,0.4216370213557839
70,29,2.9,0.31622776601683794
70,30,3.0,0.0
71,1,4.0,0.0
71,2,4.0,0.0
71,3,2.0,0.0
71,4,2.0,0.0
71,5,4.0,0.0
71,6,4.0,0.0
71,7,4.0,0.0
71,8,4.0,0.0
71,9,3.8,0.6324555320336759
71,10,4.0,0.0
71,11,2.4,0.5163977794943223
71,12,4.0,0.0
71,13,2.3,0.6749485577105528
71,14,4.0,0.0
71,15,3.4,0.9660917830792959
71,16,4.0,0.0
71,17,4.0,0.0
71,18,4.0,0.0
71,19,4.0,0.0
71,20,3.3,0.48304589153964794
71,21,4.4,0.5163977794943222
71,22,4.0,0.0
71,23,4.0,0.0
71,24,2.0,0.0
71,25,2.0,0.0
71,26,2.0,0.0
71,27,2.0,0.0
71,28,4.0,0.0
71,29,3.7,0.48304589153964794
71,30,2.0,0.0
72,1,4.0,0.0
72,2,4.0,0.0
72,3,4.0,0.0
72,4,3.0,0.0
72,5,4.0,0.0
72,6,4.0,0.0
72,7,4.0,0.0
72,8,4.0,0.0
72,9,4.0,0.0
72,10,4.0,0.0
72,11,4.0,0.0
72,12,4.0,0.0
72,13,4.0,0.0
72,14,4.0,0.0
72,15,4.0,0.0
72,16,4.0,0.0
72,17,4.0,0.0
72,18,4.0,0.0
72,19,4.0,0.0
72,20,4.0,0.0
72,21,4.6,0.5163977794943222
72,22,4.0,0.0
72,23,4.0,0.0
72,24,3.0,0.0
72,25,2.0,0.0
72,26,5.0,0.0
72,27,4.0,0.0
72,28,4.0,0.0
72,29,4.0,0.0
72,30,3.1,0.31622776601683794
73,1,4.0,0.0
73,2,4.0,0.0
73,3,3.9,0.31622776601683794
73,4,4.0,0.0
73,5,4.0,0.0
73,6,4.0,0.0
73,7,4.0,0.0
73,8,4.0,0.0
73,9,4.0,0.0
73,10,4.0,0.0
73,11,4.0,0.0
73,12,4.0,0.0
73,13,4.0,0.0
73,14,4.0,0.0
73,15,4.0,0.0
73,16,4.0,0.0
73,17,4.0,0.0
73,18,2.0,0.0
73,19,3.8,0.4216370213557839
73,20,4.0,0.0
73,21,4.0,0.0
73,22,4.0,0.0
73,23,4.0,0.0
73,24,2.0,0.0
73,25,2.0,0.0
73,26,4.0,0.0
73,27,4.0,0.0
73,28,3.0,0.0
73,29,2.0,0.0
73,30,3.0,0.0
74,1,4.0,0.0
74,2,4.2,0.4216370213557839
74,3,4.0,0.0
74,4,4.0,0.0
74,5,4.0,0.0
74,6,5.0,0.0
74,7,4.8,0.4216370213557839
74,8,4.0,0.0
74,9,4.0,0.0
74,10,4.0,0.0
74,11,4.0,0.0
74,12,5.0,0.0
74,13,4.0,0.0
74,14,4.0,0.0
74,15,4.0,0.0
74,16,5.0,0.0
74,17,4.9,0.31622776601683794
74,18,4.8,0.4216370213557839
74,19,4.0,0.0
74,20,4.0,0.0
74,21,5.0,0.0
74,22,4.8,0.4216370213557839
74,23,4.0,0.0
74,24,4.0,0.0
74,25,2.0,0.0
74,26,4.0,0.0
74,27,4.0,0.0
74,28,4.0,0.0
74,29,4.0,0.0
74,30,4.0,0.0
75,1,5.0,0.0
75,2,5.0,0.0
75,3,5.0,0.0
75,4,5.0,0.0
75,5,5.0,0.0
75,6,5.0,0.0
75,7,5.0,0.0
75,8,5.0,0.0
75,9,5.0,0.0
75,10,5.0,0.0
75,11,5.0,0.0
75,12,5.0,0.0
75,13,5.0,0.0
75,14,5.0,0.0
75,15,5.0,0.0
75,16,5.0,0.0
75,17,5.0,0.0
75,18,5.0,0.0
75,19,5.0,0.0
75,20,5.0,0.0
75,21,5.0,0.0
75,22,5.0,0.0
75,23,5.0,0.0
75,24,5.0,0.0
75,25,0.4,0.8432740427115679
75,26,0.0,0.0
75,27,2.2,0.6324555320336759
75,28,5.0,0.0
75,29,5.0,0.0
75,30,4.1,0.31622776601683794
76,1,5.0,0.0
76,2,5.0,0.0
76,3,4.2,0.4216370213557839
76,4,4.0,0.0
76,5,5.0,0.0
76,6,5.0,0.0
76,7,5.0,0.0
76,8,4.1,0.31622776601683794
76,9,4.0,0.0
76,10,4.0,0.0
76,11,5.0,0.0
76,12,5.0,0.0
76,13,4.0,0.0
76,14,4.1,0.31622776601683794
76,15,5.0,0.0
76,16,5.0,0.0
76,17,5.0,0.0
76,18,4.0,0.0
76,19,5.0,0.0
76,20,5.0,0.0
76,21,5.0,0.0
76,22,5.0,0.0
76,23,5.0,0.0
76,24,5.0,0.0
76,25,2.2,0.6324555320336759
76,26,5.0,0.0
76,27,3.3,0.9486832980505138
76,28,4.0,0.0
76,29,5.0,0.0
76,30,5.0,0.0
77,1,4.0,0.0
77,2,4.0,0.0
77,3,4.0,0.0
77,4,3.0,0.0
77,5,4.0,0.0
77,6,4.0,0.0
77,7,4.0,0.0
77,8,4.0,0.0
77,9,4.0,0.0
77,10,4.0,0.0
77,11,4.0,0.0
77,12,4.0,0.0
77,13,4.0,0.0
77,14,4.0,0.0
77,15,4.0,0.0
77,16,5.0,0.0
77,17,5.0,0.0
77,18,4.0,0.0
77,19,4.0,0.0
77,20,4.0,0.0
77,21,5.0,0.0
77,22,4.0,0.0
77,23,4.0,0.0
77,24,2.1,0.31622776601683794
77,25,2.0,0.0
77,26,3.8,1.5491933384829668
77,27,2.0,0.0
77,28,4.0,0.0
77,29,4.0,0.0
77,30,4.0,0.0
79,1,4.0,0.0
79,2,4.0,0.0
79,3,4.0,0.0
79,4,3.1,0.31622776601683794
79,5,4.0,0.0
