persona,question,average_score,uncertainty
31,30,3.0,0.0
31,31,1.0,0.0
31,32,2.9,0.31622776601683794
32,1,4.0,0.0
32,2,4.1,0.31622776601683794
32,3,1.0,0.0
32,4,2.0,0.0
32,5,4.0,0.0
32,6,1.0,0.0
32,7,4.0,0.0
32,8,4.4,0.5163977794943222
32,9,2.0,0.0
32,10,1.3,0.4830458915396479
32,11,2.5,0.5270462766947299
32,12,4.0,0.0
32,13,4.0,0.0
32,14,1.0,0.0
32,15,3.7,0.48304589153964794
32,16,1.0,0.0
32,17,4.3,0.48304589153964794
32,18,4.8,0.4216370213557839
32,19,4.0,0.0
32,20,3.9,0.31622776601683794
32,21,4.0,0.0
32,22,5.0,0.0
32,23,5.0,0.0
32,24,4.0,0.0
32,25,4.0,0.0
32,26,1.6,0.9660917830792958
32,27,1.6,0.9660917830792958
32,28,4.7,0.48304589153964794
32,29,4.0,0.0
32,30,3.7,0.48304589153964794
32,31,1.0,0.0
32,32,3.0,0.0
33,1,4.0,0.0
33,2,4.0,0.0
33,3,2.5,0.5270462766947299
33,4,2.3,0.48304589153964794
33,5,2.5,0.5270462766947299
33,6,1.0,0.0
33,7,4.0,0.0
33,8,4.0,0.0
33,9,4.0,0.0
33,10,2.3,0.48304589153964794
33,11,4.0,0.0
33,12,4.0,0.0
33,13,4.0,0.0
33,14,3.0,0.4714045207910317
33,15,4.0,0.0
33,16,2.0,0.0
33,17,4.0,0.0
33,18,4.0,0.0
33,19,3.0,0.0
33,20,3.0,0.0
33,21,3.8,0.4216370213557839
33,22,4.0,0.0
33,23,5.0,0.0
33,24,3.0,0.0
33,25,3.0,0.0
33,26,3.0,0.0
33,27,2.9,0.31622776601683794
33,28,3.0,0.0
33,29,3.0,0.0
33,30,3.0,0.0
33,31,1.0,0.0
33,32,3.0,0.0
34,1,4.0,0.0
34,2,4.0,0.0
34,3,2.2,0.4216370213557839
34,4,2.0,0.0
34,5,2.9,0.31622776601683794
34,6,1.0,0.0
34,7,4.0,0.0
34,8,4.0,0.0
34,9,2.0,0.0
34,10,2.9,0.31622776601683794
34,11,3.9,0.31622776601683794
34,12,4.0,0.0
34,13,3.5,0.5270462766947299
34,14,2.0,0.0
34,15,4.0,0.0
34,16,2.0,0.0
34,17,4.0,0.0
34,18,4.0,0.0
34,19,3.4,0.5163977794943223
34,20,3.0,0.0
34,21,3.1,0.31622776601683794
34,22,5.0,0.0
34,23,5.0,0.0
34,24,3.0,0.0
34,25,4.0,0.0
34,26,3.0,0.0
34,27,3.0,0.0
34,28,5.0,0.0
34,29,3.4,0.5163977794943223
34,30,3.1,0.31622776601683794
34,31,1.0,0.0
34,32,3.0,0.0
35,1,4.0,0.0
35,2,4.0,0.0
35,3,1.4,0.5163977794943223
35,4,2.0,0.0
35,5,2.0,0.0
35,6,1.0,0.0
35,7,4.0,0.0
35,8,4.0,0.0
35,9,2.0,0.0
35,10,2.0,0.0
35,11,4.0,0.0
35,12,4.0,0.0
35,13,2.2,0.4216370213557839
35,14,3.0,0.0
35,15,4.0,0.0
35,16,2.8,0.4216370213557839
35,17,4.0,0.0
35,18,4.2,0.4216370213557839
35,19,3.0,0.0
35,20,3.0,0.0
35,21,4.9,0.31622776601683794
35,22,5.0,0.0
35,23,5.0,0.0
35,24,3.0,0.0
35,25,3.2,0.4216370213557839
35,26,3.0,0.0
35,27,3.0,0.0
35,28,5.0,0.0
35,29,3.9,0.31622776601683794
35,30,3.0,0.0
35,31,1.0,0.0
35,32,3.0,0.0
36,1,3.9,0.31622776601683794
36,2,4.0,0.0
36,3,3.0,0.0
36,4,2.7,0.48304589153964794
36,5,2.2,0.4216370213557839
36,6,1.0,0.0
36,7,3.0,0.0
36,8,4.0,0.0
36,9,2.4,0.5163977794943223
36,10,2.5,0.5270462766947299
36,11,4.0,0.0
36,12,4.0,0.0
36,13,2.8,0.4216370213557839
36,14,4.0,0.0
36,15,4.0,0.0
36,16,2.2,0.4216370213557839
36,17,3.9,0.31622776601683794
36,18,4.0,0.0
36,19,3.0,0.0
36,20,3.0,0.0
36,21,3.2,0.4216370213557839
36,22,4.8,0.4216370213557839
36,23,5.0,0.0
36,24,3.0,0.0
36,25,4.0,0.0
36,26,3.0,0.0
36,27,3.0,0.0
36,28,4.0,0.0
36,29,3.4,0.5163977794943223
36,30,3.0,0.0
36,31,1.0,0.0
36,32,3.0,0.0
37,1,4.0,0.0
37,2,4.0,0.0
37,3,2.3,0.48304589153964794
37,4,3.2,0.4216370213557839
37,5,4.0,0.0
37,6,1.1,0.31622776601683794
37,7,4.0,0.0
37,8,4.0,0.0
37,9,2.2,0.4216370213557839
37,10,2.5,0.5270462766947299
37,11,4.0,0.0
37,12,4.0,0.0
37,13,4.0,0.0
37,14,2.4,0.5163977794943223
37,15,4.0,0.0
37,16,2.3,0.48304589153964794
37,17,4.0,0.0
37,18,4.0,0.0
37,19,3.0,0.0
37,20,4.0,0.0
37,21,4.0,0.0
37,22,5.0,0.0
37,23,5.0,0.0
37,24,4.0,0.0
37,25,4.0,0.0
37,26,3.0,0.0
37,27,3.0,0.0
37,28,4.0,0.0
37,29,4.0,0.0
37,30,3.0,0.0
37,31,1.0,0.0
37,32,3.0,0.0
38,1,4.0,0.0
38,2,4.0,0.0
38,3,2.4,0.5163977794943223
38,4,2.1,0.31622776601683794
38,5,2.8,0.4216370213557839
38,6,1.1,0.31622776601683794
38,7,4.0,0.0
38,8,4.0,0.0
38,9,3.9,0.31622776601683794
38,10,2.0,0.0
38,11,4.0,0.0
38,12,4.0,0.0
38,13,4.0,0.0
38,14,2.2,0.4216370213557839
38,15,4.0,0.0
38,16,3.1,0.31622776601683794
38,17,4.0,0.0
38,18,4.0,0.0
38,19,3.0,0.0
38,20,3.0,0.0
38,21,4.0,0.0
38,22,4.8,0.4216370213557839
38,23,5.0,0.0
38,24,3.0,0.0
38,25,4.0,0.0
38,26,3.0,0.0
38,27,3.0,0.0
38,28,3.0,0.0
38,29,3.9,0.31622776601683794
38,30,2.9,0.31622776601683794
38,31,1.3,0.6749485577105528
38,32,3.0,0.0
39,1,3.0,0.0
39,2,4.0,0.0
39,3,2.6,0.5163977794943223
39,4,2.0,0.0
39,5,3.0,0.0
39,6,0.9,0.31622776601683794
39,7,4.0,0.0
39,8,4.0,0.0
39,9,2.1,0.31622776601683794
39,10,2.0,0.0
39,11,3.0,0.0
39,12,4.0,0.0
39,13,4.0,0.0
39,14,2.0,0.0
39,15,4.0,0.0
39,16,1.0,0.0
39,17,4.0,0.0
39,18,4.9,0.31622776601683794
39,19,4.0,0.0
39,20,3.6,0.5163977794943223
39,21,3.0,0.0
39,22,4.9,0.31622776601683794
39,23,4.9,0.31622776601683794
39,24,3.9,0.31622776601683794
39,25,3.0,0.0
39,26,2.1,0.31622776601683794
39,27,2.0,0.0
39,28,3.0,0.0
39,29,4.0,0.0
39,30,3.9,0.31622776601683794
39,31,2.0,0.0
39,32,3.0,0.0
40,1,3.0,0.0
40,2,4.0,0.0
40,3,1.2,0.6324555320336759
40,4,2.0,0.0
40,5,2.8,0.6324555320336759
40,6,1.1,0.31622776601683794
40,7,3.7,0.48304589153964794
40,8,4.0,0.0
40,9,1.8,1.0327955589886444
40,10,1.6,0.5163977794943223
40,11,2.1,0.9944289260117533
40,12,2.7,0.48304589153964794
40,13,4.0,0.0
40,14,1.4,0.8432740427115678
40,15,2.9,0.31622776601683794
40,16,0.0,0.0
40,17,3.0,0.0
40,18,4.0,0.0
40,19,3.0,0.0
40,20,2.0,0.4714045207910317
40,21,3.0,0.0
40,22,4.0,0.0
40,23,4.0,0.0
40,24,3.0,0.0
40,25,3.0,0.0
40,26,2.9,0.31622776601683794
40,27,2.5,0.8498365855987975
40,28,3.0,0.0
40,29,3.0,0.0
40,30,2.3,0.48304589153964794
40,31,1.2,0.42163702135578396
40,32,3.0,0.0
41,1,4.0,0.0
41,2,4.0,0.0
41,3,2.0,0.0
41,4,2.0,0.0
41,5,3.0,0.0
41,6,1.0,0.0
41,7,4.0,0.0
41,8,4.0,0.0
41,9,2.8,0.4216370213557839
41,10,2.2,0.4216370213557839
41,11,4.0,0.0
41,12,4.0,0.0
41,13,4.0,0.0
41,14,2.0,0.0
41,15,4.0,0.0
41,16,4.0,0.0
41,17,4.0,0.0
41,18,4.0,0.0
41,19,3.0,0.0
41,20,3.0,0.0
41,21,3.2,0.4216370213557839
41,22,4.3,0.48304589153964794
41,23,5.0,0.0
41,24,3.0,0.0
41,25,4.0,0.0
41,26,2.9,0.31622776601683794
41,27,2.7,0.48304589153964794
41,28,4.4,0.9660917830792959
41,29,3.0,0.0
41,30,2.6,0.5163977794943223
41,31,1.0,0.0
41,32,3.0,0.0
42,1,4.0,0.0
42,2,4.0,0.0
42,3,1.0,0.0
42,4,2.1,0.31622776601683794
42,5,2.1,0.31622776601683794
42,6,2.3,0.48304589153964794
42,7,4.0,0.0
42,8,4.0,0.0
42,9,2.0,0.0
42,10,2.4,0.5163977794943223
42,11,1.5,0.97182531580755
42,12,3.6,0.5163977794943223
42,13,3.9,0.31622776601683794
42,14,2.3,0.48304589153964794
42,15,4.0,0.0
42,16,2.0,0.0
42,17,3.2,0.4216370213557839
42,18,4.1,0.31622776601683794
42,19,3.0,0.0
42,20,3.0,0.0
42,21,4.0,0.0
42,22,5.0,0.0
42,23,5.0,0.0
42,24,3.0,0.0
42,25,3.0,0.0
42,26,2.7,0.6749485577105528
42,27,2.8,0.6324555320336759
42,28,4.7,0.48304589153964794
42,29,2.2,1.0327955589886446
42,30,3.0,0.0
42,31,1.0,0.0
42,32,3.0,0.0
43,1,4.0,0.0
43,2,4.0,0.0
43,3,2.9,0.31622776601683794
43,4,2.6,0.5163977794943223
43,5,3.2,0.4216370213557839
43,6,1.0,0.0
43,7,4.0,0.0
43,8,4.0,0.0
43,9,3.0,0.4714045207910317
43,10,2.6,0.5163977794943223
43,11,3.8,0.4216370213557839
43,12,4.0,0.0
43,13,4.0,0.0
43,14,2.8,0.4216370213557839
43,15,4.0,0.0
43,16,1.7,0.9486832980505139
43,17,4.0,0.0
43,18,4.0,0.0
43,19,3.0,0.0
43,20,3.0,0.0
43,21,3.0,0.0
43,22,4.0,0.0
43,23,4.0,0.0
43,24,3.9,0.31622776601683794
43,25,3.0,0.0
43,26,3.0,0.0
43,27,3.0,0.0
43,28,4.0,0.0
43,29,3.8,0.4216370213557839
43,30,3.0,0.0
43,31,1.3,0.6749485577105528
43,32,3.0,0.0
44,1,4.0,0.0
44,2,4.0,0.0
44,3,3.6,0.5163977794943223
44,4,4.0,0.0
44,5,4.0,0.0
44,6,1.0,0.0
44,7,4.0,0.0
44,8,4.0,0.0
44,9,4.0,0.0
44,10,3.1,0.31622776601683794
44,11,4.2,0.4216370213557839
44,12,4.2,0.4216370213557839
44,13,4.0,0.0
44,14,4.0,0.0
44,15,4.0,0.0
44,16,4.0,0.0
44,17,5.0,0.0
44,18,4.9,0.31622776601683794
44,19,3.9,0.31622776601683794
44,20,4.0,0.0
44,21,4.0,0.0
44,22,5.0,0.0
44,23,5.0,0.0
44,24,4.0,0.0
44,25,4.0,0.0
44,26,3.0,0.0
44,27,3.0,0.0
44,28,4.0,0.0
44,29,4.1,0.31622776601683794
44,30,3.1,0.31622776601683794
44,31,1.0,0.0
44,32,4.0,0.0
45,1,2.0,0.0
45,2,4.0,0.0
45,3,1.1,0.31622776601683794
45,4,3.1,0.31622776601683794
45,5,2.0,0.0
45,6,1.0,0.0
45,7,4.1,0.31622776601683794
45,8,4.1,0.31622776601683794
45,9,4.0,0.0
45,10,4.0,0.0
45,11,4.7,0.48304589153964794
45,12,4.0,0.0
45,13,3.0,0.0
45,14,2.0,0.0
45,15,3.1,0.31622776601683794
45,16,4.0,0.0
45,17,5.0,0.0
45,18,3.1,0.31622776601683794
45,19,4.8,0.4216370213557839
45,20,3.0,0.0
45,21,3.8,1.0327955589886446
45,22,5.0,0.0
45,23,5.0,0.0
45,24,3.0,0.0
45,25,3.9,0.31622776601683794
45,26,3.0,0.0
45,27,3.0,0.0
45,28,5.0,0.0
45,29,3.0,0.0
45,30,1.2,0.6324555320336759
45,31,1.2,0.6324555320336759
45,32,4.0,0.0
46,1,4.0,0.0
46,2,4.0,0.0
46,3,2.4,0.9660917830792958
46,4,2.8,0.4216370213557839
46,5,2.4,0.5163977794943223
46,6,1.2,0.42163702135578396
46,7,4.0,0.0
46,8,4.0,0.0
46,9,3.0,0.0
46,10,2.8,0.4216370213557839
46,11,3.2,0.4216370213557839
46,12,4.0,0.0
46,13,4.0,0.0
46,14,2.9,0.31622776601683794
46,15,4.0,0.0
46,16,2.3,0.48304589153964794
46,17,4.0,0.0
46,18,4.0,0.0
46,19,3.0,0.0
46,20,3.0,0.0
46,21,3.5,0.5270462766947299
46,22,4.0,0.0
46,23,4.5,0.5270462766947299
46,24,3.0,0.0
46,25,3.4,0.5163977794943223
46,26,3.0,0.0
46,27,3.0,0.0
46,28,3.0,0.0
46,29,3.0,0.0
46,30,3.0,0.0
46,31,1.0,0.0
46,32,3.0,0.0
47,1,4.0,0.0
47,2,4.0,0.0
47,3,4.0,0.0
47,4,4.0,0.0
47,5,4.0,0.0
47,6,2.0,1.0540925533894598
47,7,4.0,0.0
47,8,4.0,0.0
47,9,4.0,0.0
47,10,4.0,0.0
47,11,4.0,0.0
47,12,4.0,0.0
47,13,4.0,0.0
47,14,4.0,0.0
47,15,4.0,0.0
47,16,4.0,0.0
47,17,4.0,0.0
47,18,4.0,0.0
47,19,4.0,0.0
47,20,4.0,0.0
47,21,4.0,0.0
47,22,5.0,0.0
47,23,5.0,0.0
47,24,4.0,0.0
47,25,4.0,0.0
47,26,3.0,0.0
47,27,3.1,0.31622776601683794
47,28,4.0,0.0
47,29,4.0,0.0
47,30,3.0,0.0
47,31,1.2,0.6324555320336759
47,32,4.0,0.0
48,1,3.7,0.48304589153964794
48,2,4.0,0.0
48,3,1.6,0.9660917830792959
48,4,2.4,0.5163977794943223
48,5,2.6,0.5163977794943223
48,6,1.1,0.31622776601683794
48,7,3.7,0.48304589153964794
48,8,4.0,0.0
48,9,2.7,0.48304589153964794
48,10,2.1,0.5676462121975466
48,11,2.6,0.6992058987801011
48,12,4.0,0.0
48,13,3.6,0.5163977794943223
48,14,2.9,0.31622776601683794
48,15,2.8,1.0327955589886446
48,16,2.3,0.48304589153964794
48,17,3.0,0.0
48,18,4.0,0.0
48,19,3.0,0.0
48,20,2.6,0.5163977794943223
48,21,3.1,0.31622776601683794
48,22,4.0,0.0
48,23,4.1,0.31622776601683794
48,24,3.0,0.0
48,25,3.0,0.0
48,26,2.5,0.8498365855987975
48,27,3.0,0.0
48,28,3.3,0.6749485577105528
48,29,3.0,0.0
48,30,3.0,0.0
48,31,1.0,0.0
48,32,3.0,0.0
49,1,4.0,0.0
49,2,4.0,0.0
49,3,2.4,0.5163977794943223
49,4,1.9,0.31622776601683794
49,5,2.0,0.0
49,6,1.0,0.0
49,7,4.0,0.0
49,8,4.0,0.0
49,9,2.7,0.48304589153964794
49,10,2.0,0.0
49,11,2.0,0.0
49,12,4.0,0.0
49,13,4.0,0.0
49,14,1.4,0.8432740427115678
49,15,3.2,0.7888106377466155
49,16,1.1,0.31622776601683794
49,17,4.0,0.0
49,18,4.0,0.0
49,19,3.0,0.0
49,20,2.0,1.0540925533894598
49,21,4.0,0.0
49,22,5.0,0.0
49,23,5.0,0.0
49,24,4.0,0.0
49,25,3.1,0.31622776601683794
49,26,2.2,1.0327955589886446
49,27,3.0,0.0
49,28,4.2,0.4216370213557839
49,29,3.5,0.5270462766947299
49,30,3.0,0.0
49,31,1.0,0.0
49,32,3.0,0.0
50,1,4.0,0.0
50,2,4.0,0.0
50,3,3.0,0.0
50,4,3.2,0.4216370213557839
50,5,4.0,0.0
50,6,1.0,0.0
50,7,4.0,0.0
50,8,4.0,0.0
50,9,4.0,0.0
50,10,3.0,0.0
50,11,4.0,0.0
50,12,4.0,0.0
50,13,4.0,0.0
50,14,3.9,0.31622776601683794
50,15,4.0,0.0
50,16,4.0,0.0
50,17,4.0,0.0
50,18,4.6,0.5163977794943222
50,19,3.7,0.48304589153964794
50,20,3.0,0.0
50,21,4.2,0.4216370213557839
50,22,4.2,0.4216370213557839
50,23,5.0,0.0
50,24,3.0,0.0
50,25,4.0,0.0
50,26,3.0,0.0
50,27,3.2,0.4216370213557839
50,28,5.0,0.0
50,29,3.8,0.4216370213557839
50,30,3.0,0.0
50,31,1.9,0.31622776601683794
50,32,4.0,0.0
51,1,4.6,0.5163977794943222
51,2,4.7,0.48304589153964794
51,3,2.1,0.31622776601683794
51,4,3.7,0.48304589153964794
51,5,4.0,0.0
51,6,1.0,0.0
51,7,4.7,0.48304589153964794
51,8,4.4,0.5163977794943222
51,9,4.0,0.0
51,10,3.0,0.0
51,11,4.6,0.5163977794943222
51,12,4.5,0.5270462766947299
51,13,4.8,0.4216370213557839
51,14,3.7,0.48304589153964794
51,15,4.0,0.0
51,16,3.8,0.4216370213557839
51,17,5.0,0.0
51,18,5.0,0.0
51,19,4.0,0.0
51,20,3.9,0.31622776601683794
51,21,4.2,0.4216370213557839
51,22,5.0,0.0
51,23,5.0,0.0
51,24,4.0,0.0
51,25,4.4,0.5163977794943222
51,26,3.0,0.0
51,27,3.8,0.4216370213557839
51,28,4.7,0.48304589153964794
51,29,4.5,0.5270462766947299
51,30,3.6,0.5163977794943223
51,31,1.1,0.31622776601683794
51,32,4.0,0.0
52,1,4.0,0.0
52,2,4.0,0.0
52,3,1.2,0.6324555320336759
52,4,2.2,0.4216370213557839
52,5,3.1,0.31622776601683794
52,6,1.1,0.31622776601683794
52,7,4.0,0.0
52,8,4.0,0.0
52,9,2.6,0.5163977794943223
52,10,2.3,0.48304589153964794
52,11,2.2,0.4216370213557839
52,12,4.0,0.0
52,13,4.0,0.0
52,14,2.4,0.5163977794943223
52,15,4.0,0.0
52,16,1.0,0.0
52,17,4.0,0.0
52,18,4.0,0.0
52,19,3.0,0.0
52,20,3.0,0.0
52,21,3.0,0.0
52,22,4.6,0.5163977794943222
52,23,5.0,0.0
52,24,3.0,0.0
52,25,3.3,0.48304589153964794
52,26,1.8,1.0327955589886444
52,27,3.0,0.0
52,28,3.6,0.5163977794943223
52,29,3.9,0.31622776601683794
52,30,3.0,0.0
52,31,1.0,0.0
52,32,3.0,0.0
53,1,4.0,0.0
53,2,5.0,0.0
53,3,4.1,0.31622776601683794
53,4,4.7,0.48304589153964794
53,5,4.8,0.4216370213557839
53,6,0.6,0.5163977794943222
53,7,4.9,0.31622776601683794
53,8,4.7,0.48304589153964794
53,9,4.0,0.0
53,10,3.6,0.5163977794943223
53,11,4.3,0.48304589153964794
53,12,4.8,0.4216370213557839
53,13,4.9,0.31622776601683794
53,14,4.0,0.0
53,15,4.5,0.5270462766947299
53,16,3.5,0.5270462766947299
53,17,5.0,0.0
53,18,5.0,0.0
53,19,5.0,0.0
53,20,2.4,0.9660917830792958
53,21,4.2,0.4216370213557839
53,22,5.0,0.0
53,23,5.0,0.0
53,24,5.0,0.0
53,25,5.0,0.0
53,26,3.3,0.48304589153964794
53,27,1.8,1.0327955589886446
53,28,5.0,0.0
53,29,5.0,0.0
53,30,1.6,0.9660917830792958
53,31,1.0,0.0
53,32,4.5,0.5270462766947299
54,1,4.0,0.0
54,2,4.0,0.0
54,3,1.6,0.9660917830792959
54,4,2.5,0.5270462766947299
54,5,2.5,0.5270462766947299
54,6,0.0,0.0
54,7,3.6,0.5163977794943223
54,8,4.0,0.0
54,9,2.7,0.48304589153964794
54,10,2.7,0.48304589153964794
54,11,2.0,0.6666666666666666
54,12,4.0,0.0
54,13,3.1,0.31622776601683794
54,14,2.8,0.4216370213557839
54,15,3.5,0.5270462766947299
54,16,2.3,0.48304589153964794
54,17,4.0,0.0
54,18,4.0,0.0
54,19,3.0,0.0
54,20,3.0,0.0
54,21,3.0,0.0
54,22,4.0,0.0
54,23,5.0,0.0
54,24,3.0,0.0
54,25,3.0,0.0
54,26,3.0,0.0
54,27,2.6,0.5163977794943223
54,28,3.0,0.0
54,29,3.0,0.0
54,30,2.0,0.0
54,31,1.0,0.0
54,32,3.0,0.0
55,1,3.4,0.5163977794943223
55,2,4.0,0.0
55,3,2.2,0.4216370213557839
55,4,2.3,0.48304589153964794
55,5,3.0,0.0
55,6,1.9,0.31622776601683794
55,7,4.0,0.0
55,8,4.0,0.0
55,9,2.2,0.4216370213557839
55,10,2.3,0.48304589153964794
55,11,4.0,0.0
55,12,3.2,0.4216370213557839
55,13,3.7,0.48304589153964794
55,14,2.4,0.5163977794943223
55,15,3.1,0.31622776601683794
55,16,2.0,0.0
55,17,4.0,0.0
55,18,4.0,0.0
55,19,3.0,0.0
55,20,3.0,0.0
55,21,4.0,0.0
55,22,4.1,0.31622776601683794
55,23,4.8,0.4216370213557839
55,24,4.0,0.0
55,25,3.5,0.5270462766947299
55,26,3.0,0.0
55,27,3.0,0.0
55,28,4.0,0.0
55,29,3.0,0.0
55,30,3.0,0.0
55,31,2.0,1.0540925533894598
55,32,3.0,0.0
56,1,4.0,0.0
56,2,4.0,0.0
56,3,2.0,0.0
56,4,3.0,0.0
56,5,3.0,0.0
56,6,1.0,0.0
56,7,4.7,0.48304589153964794
56,8,4.0,0.0
56,9,3.4,0.5163977794943223
56,10,2.1,0.31622776601683794
56,11,4.0,0.0
56,12,4.1,0.31622776601683794
56,13,4.0,0.0
56,14,2.0,0.0
56,15,4.0,0.0
56,16,3.0,0.0
56,17,5.0,0.0
56,18,5.0,0.0
56,19,3.0,0.0
56,20,3.1,0.31622776601683794
56,21,4.0,0.0
56,22,5.0,0.0
56,23,5.0,0.0
56,24,4.0,0.0
56,25,4.1,0.31622776601683794
56,26,3.0,0.0
56,27,3.0,0.0
56,28,3.0,0.0
56,29,4.0,0.0
56,30,3.0,0.0
56,31,1.0,0.0
56,32,3.5,0.5270462766947299
57,1,4.0,0.0
57,2,4.0,0.0
57,3,2.9,0.31622776601683794
57,4,3.0,0.0
57,5,3.0,0.0
57,6,1.0,0.0
57,7,4.0,0.0
57,8,4.0,0.0
57,9,2.2,0.4216370213557839
57,10,3.0,0.0
57,11,4.0,0.0
57,12,4.0,0.0
57,13,4.0,0.0
57,14,2.0,0.0
57,15,3.6,0.5163977794943223
57,16,2.1,0.31622776601683794
57,17,4.0,0.0
57,18,4.2,0.4216370213557839
57,19,4.0,0.0
57,20,3.0,0.0
57,21,3.9,0.31622776601683794
57,22,4.6,0.5163977794943222
57,23,5.0,0.0
57,24,3.4,0.5163977794943223
57,25,3.4,0.5163977794943223
57,26,3.0,0.0
57,27,2.9,0.31622776601683794
57,28,4.1,0.31622776601683794
57,29,4.0,0.0
57,30,3.0,0.0
57,31,1.0,0.0
57,32,3.0,0.0
58,1,4.0,0.0
58,2,4.0,0.0
58,3,2.0,0.0
58,4,2.1,0.31622776601683794
58,5,2.0,0.0
58,6,1.0,0.0
58,7,4.0,0.0
58,8,4.0,0.0
58,9,2.0,0.0
58,10,2.0,0.0
58,11,2.2,0.6324555320336759
58,12,4.0,0.0
58,13,2.2,0.6324555320336759
58,14,2.2,0.4216370213557839
58,15,2.0,0.0
58,16,1.2,0.42163702135578396
58,17,3.0,0.0
58,18,3.0,0.0
58,19,3.0,0.0
58,20,2.7,0.48304589153964794
58,21,3.0,0.0
58,22,4.0,0.0
58,23,4.0,0.0
58,24,3.0,0.0
58,25,3.0,0.0
58,26,2.5,0.5270462766947299
58,27,3.0,0.0
58,28,4.2,0.4216370213557839
58,29,3.0,0.0
58,30,3.0,0.0
58,31,1.0,0.0
58,32,3.0,0.0
59,1,4.0,0.0
59,2,4.0,0.0
59,3,2.7,0.48304589153964794
59,4,2.9,0.31622776601683794
59,5,3.3,0.48304589153964794
59,6,1.2,0.6324555320336759
59,7,4.0,0.0
59,8,4.0,0.0
59,9,3.0,0.0
59,10,2.9,0.31622776601683794
59,11,4.0,0.0
59,12,4.0,0.0
59,13,4.0,0.0
59,14,3.0,0.0
59,15,4.0,0.0
59,16,2.6,0.5163977794943223
59,17,4.0,0.0
59,18,4.0,0.0
59,19,3.0,0.0
59,20,3.0,0.0
59,21,3.1,0.31622776601683794
59,22,4.0,0.0
59,23,4.8,0.4216370213557839
59,24,3.0,0.0
59,25,4.0,0.0
59,26,3.0,0.0
59,27,3.0,0.0
59,28,3.2,0.6324555320336759
59,29,3.3,0.48304589153964794
59,30,2.9,0.31622776601683794
59,31,1.1,0.31622776601683794
59,32,3.0,0.0
60,1,2.0,0.0
60,2,4.0,0.0
60,3,2.0,0.0
60,4,2.0,0.0
60,5,2.0,0.0
60,6,1.3,0.4830458915396479
60,7,2.7,0.48304589153964794
60,8,4.0,0.0
60,9,2.0,0.0
60,10,2.0,0.0
60,11,2.7,0.48304589153964794
60,12,2.0,0.0
60,13,3.5,0.5270462766947299
60,14,2.0,0.0
60,15,2.0,0.0
60,16,1.9,0.31622776601683794
60,17,3.0,0.0
60,18,4.0,0.0
60,19,3.9,0.31622776601683794
60,20,3.1,0.31622776601683794
60,21,4.8,0.4216370213557839
60,22,4.8,0.4216370213557839
60,23,4.8,0.4216370213557839
60,24,3.0,0.0
60,25,3.5,0.5270462766947299
60,26,2.6,0.5163977794943223
60,27,2.6,0.5163977794943223
60,28,4.8,0.6324555320336759
60,29,3.0,0.0
60,30,3.5,0.5270462766947299
60,31,1.0,0.0
60,32,3.0,0.0
61,1,3.0,0.0
61,2,4.0,0.0
61,3,1.0,0.0
61,4,2.0,0.0
61,5,3.0,0.0
61,6,1.1,0.31622776601683794
61,7,4.0,0.0
61,8,4.0,0.0
61,9,2.2,0.4216370213557839
61,10,2.0,0.0
61,11,2.0,0.0
61,12,4.0,0.0
61,13,3.9,0.31622776601683794
61,14,2.0,0.0
61,15,3.0,0.0
61,16,1.0,0.0
61,17,3.5,0.5270462766947299
61,18,4.2,0.4216370213557839
61,19,3.0,0.0
61,20,3.0,0.0
61,21,3.0,0.0
61,22,4.7,0.48304589153964794
61,23,5.0,0.0
61,24,3.0,0.0
61,25,4.0,0.0
61,26,2.0,0.816496580927726
61,27,2.3,0.48304589153964794
61,28,4.8,0.6324555320336759
61,29,3.6,0.5163977794943223
61,30,3.0,0.0
61,31,2.0,0.0
61,32,3.0,0.0
62,1,3.9,0.31622776601683794
62,2,4.0,0.0
62,3,2.3,0.48304589153964794
62,4,2.2,0.4216370213557839
62,5,2.0,0.0
62,6,1.0,0.0
62,7,4.0,0.0
62,8,4.0,0.0
62,9,2.6,0.5163977794943223
62,10,2.2,0.4216370213557839
62,11,2.0,0.0
62,12,4.0,0.0
62,13,4.0,0.0
62,14,2.6,0.5163977794943223
62,15,3.4,0.5163977794943223
62,16,2.1,0.31622776601683794
62,17,4.0,0.0
62,18,4.0,0.0
62,19,3.0,0.0
62,20,3.0,0.0
62,21,3.0,0.0
62,22,4.0,0.0
62,23,4.4,0.5163977794943222
62,24,3.0,0.0
62,25,4.0,0.0
62,26,3.0,0.0
62,27,3.0,0.0
62,28,4.0,0.0
62,29,3.0,0.0
62,30,3.0,0.0
62,31,1.2,0.6324555320336759
62,32,3.0,0.0
63,1,4.0,0.0
63,2,4.1,0.31622776601683794
63,3,2.4,0.5163977794943223
63,4,2.5,0.5270462766947299
63,5,2.2,0.4216370213557839
63,6,1.0,0.0
63,7,4.0,0.0
63,8,4.0,0.0
63,9,2.7,0.48304589153964794
63,10,2.8,0.4216370213557839
63,11,3.0,0.0
63,12,4.0,0.0
63,13,4.0,0.0
63,14,2.4,0.5163977794943223
63,15,3.3,0.48304589153964794
63,16,2.6,0.5163977794943223
63,17,4.0,0.0
63,18,5.0,0.0
63,19,3.0,0.0
63,20,3.0,0.0
63,21,3.0,0.0
63,22,5.0,0.0
63,23,4.3,0.48304589153964794
