persona,question,average_score,uncertainty
32,29,5.0,0.0
32,30,0.0,0.0
32,31,0.0,0.0
32,32,0.0,0.0
33,1,3.4,0.6992058987801011
33,2,1.6,0.8432740427115679
33,3,0.0,0.0
33,4,0.0,0.0
33,5,0.0,0.0
33,6,0.0,0.0
33,7,2.2,0.4216370213557839
33,8,2.0,0.0
33,9,0.0,0.0
33,10,0.0,0.0
33,11,0.0,0.0
33,12,1.8,0.6324555320336759
33,13,0.0,0.0
33,14,0.0,0.0
33,15,1.9,0.7378647873726218
33,16,0.0,0.0
33,17,4.0,0.0
33,18,2.2,0.6324555320336759
33,19,2.0,0.0
33,20,2.0,0.0
33,21,2.0,0.0
33,22,5.0,0.0
33,23,5.0,0.0
33,24,2.0,0.0
33,25,2.0,0.0
33,26,1.2,1.0327955589886444
33,27,1.8,0.6324555320336759
33,28,0.2,0.6324555320336759
33,29,5.0,0.0
33,30,0.4,0.8432740427115679
33,31,0.0,0.0
33,32,1.8,0.6324555320336759
34,1,0.0,0.0
34,2,0.0,0.0
34,3,0.0,0.0
34,4,0.0,0.0
34,5,0.0,0.0
34,6,0.0,0.0
34,7,0.0,0.0
34,8,0.0,0.0
34,9,0.0,0.0
34,10,0.0,0.0
34,11,0.0,0.0
34,12,0.0,0.0
34,13,0.0,0.0
34,14,0.0,0.0
34,15,0.0,0.0
34,16,0.0,0.0
34,17,1.6,0.8432740427115679
34,18,5.0,0.0
34,19,5.0,0.0
34,20,0.0,0.0
34,21,5.0,0.0
34,22,5.0,0.0
34,23,5.0,0.0
34,24,0.0,0.0
34,25,1.6,0.8432740427115678
34,26,0.0,0.0
34,27,0.0,0.0
34,28,0.0,0.0
34,29,0.0,0.0
34,30,0.0,0.0
34,31,0.0,0.0
34,32,0.0,0.0
35,1,5.0,0.0
35,2,0.0,0.0
35,3,0.0,0.0
35,4,0.0,0.0
35,5,0.0,0.0
35,6,0.0,0.0
35,7,0.0,0.0
35,8,0.6,0.9660917830792959
35,9,-0.5,0.5270462766947299
35,10,1.6,0.8432740427115679
35,11,0.0,0.0
35,12,0.0,0.0
35,13,-0.1,0.31622776601683794
35,14,0.0,0.0
35,15,0.0,0.0
35,16,0.8,1.0327955589886444
35,17,5.0,0.0
35,18,4.4,1.8973665961010275
35,19,3.5,2.41522945769824
35,20,5.0,0.0
35,21,-1.0,0.0
35,22,5.0,0.0
35,23,2.0,3.1622776601683795
35,24,-1.0,0.0
35,25,4.0,0.0
35,26,0.2,0.6324555320336759
35,27,0.0,0.0
35,28,-1.0,0.0
35,29,4.8,0.4216370213557839
35,30,0.6,0.9660917830792958
35,31,-1.0,0.0
35,32,1.2,1.0327955589886446
36,1,4.2,1.1352924243950935
36,2,0.6,0.9660917830792959
36,3,0.0,0.0
36,4,0.0,0.0
36,5,0.0,0.0
36,6,0.0,0.0
36,7,3.7,2.1628170930011112
36,8,5.0,0.0
36,9,0.0,0.0
36,10,0.0,0.0
36,11,0.0,0.0
36,12,5.0,0.0
36,13,0.0,0.0
36,14,2.9,2.330951164939612
36,15,5.0,0.0
36,16,0.0,0.0
36,17,5.0,0.0
36,18,5.0,0.0
36,19,4.7,0.9486832980505138
36,20,4.9,0.31622776601683794
36,21,5.0,0.0
36,22,5.0,0.0
36,23,5.0,0.0
36,24,5.0,0.0
36,25,4.6,0.5163977794943222
36,26,0.0,0.0
36,27,0.0,0.0
36,28,5.0,0.0
36,29,5.0,0.0
36,30,2.5,1.90029237516523
36,31,0.0,0.0
36,32,0.0,0.0
37,1,5.0,0.0
37,2,5.0,0.0
37,3,0.0,0.0
37,4,0.0,0.0
37,5,0.0,0.0
37,6,0.0,0.0
37,7,5.0,0.0
37,8,5.0,0.0
37,9,4.8,0.6324555320336759
37,10,0.0,0.0
37,11,0.0,0.0
37,12,5.0,0.0
37,13,5.0,0.0
37,14,0.0,0.0
37,15,0.6,0.9660917830792959
37,16,0.0,0.0
37,17,5.0,0.0
37,18,5.0,0.0
37,19,5.0,0.0
37,20,5.0,0.0
37,21,5.0,0.0
37,22,5.0,0.0
37,23,5.0,0.0
37,24,5.0,0.0
37,25,2.3,0.9486832980505138
37,26,1.6,0.8432740427115678
37,27,0.0,0.0
37,28,5.0,0.0
37,29,5.0,0.0
37,30,1.0,1.0540925533894598
37,31,0.0,0.0
37,32,5.0,0.0
38,1,4.8,0.4216370213557839
38,2,1.9,0.7378647873726218
38,3,0.0,0.0
38,4,0.0,0.0
38,5,0.0,0.0
38,6,0.0,0.0
38,7,4.6,0.699205898780101
38,8,1.5,1.0801234497346435
38,9,0.8,1.3165611772087666
38,10,0.0,0.0
38,11,0.0,0.0
38,12,0.0,0.0
38,13,0.0,0.0
38,14,0.0,0.0
38,15,0.2,0.6324555320336759
38,16,0.0,0.0
38,17,5.0,0.0
38,18,5.0,0.0
38,19,5.0,0.0
38,20,4.0,0.0
38,21,5.0,0.0
38,22,5.0,0.0
38,23,5.0,0.0
38,24,5.0,0.0
38,25,2.0,0.0
38,26,0.0,0.0
38,27,0.6,0.9660917830792959
38,28,0.0,0.0
38,29,5.0,0.0
38,30,0.0,0.0
38,31,0.0,0.0
38,32,0.0,0.0
39,1,0.7,0.9486832980505138
39,2,4.4,0.5163977794943222
39,3,0.0,0.0
39,4,0.4,0.6992058987801011
39,5,0.0,0.0
39,6,0.0,0.0
39,7,1.6,1.6465452046971292
39,8,4.6,0.9660917830792959
39,9,0.0,0.0
39,10,0.1,0.31622776601683794
39,11,0.0,0.0
39,12,0.0,0.0
39,13,4.5,0.7071067811865476
39,14,0.0,0.0
39,15,2.4,0.5163977794943223
39,16,0.0,0.0
39,17,2.7,1.1595018087284057
39,18,4.4,0.9660917830792959
39,19,4.6,0.5163977794943222
39,20,4.0,1.1547005383792515
39,21,2.0,0.0
39,22,5.0,0.0
39,23,3.8,1.5491933384829668
39,24,4.7,0.48304589153964794
39,25,2.0,0.0
39,26,2.0,0.0
39,27,1.7,0.6749485577105528
39,28,1.2,0.9189365834726815
39,29,3.1,1.66332999331662
39,30,1.8,0.6324555320336759
39,31,1.8,0.6324555320336759
39,32,2.0,0.0
40,1,2.0,0.0
40,2,5.0,0.0
40,3,0.0,0.0
40,4,0.0,0.0
40,5,0.0,0.0
40,6,0.0,0.0
40,7,2.0,0.0
40,8,4.3,0.48304589153964794
40,9,0.0,0.0
40,10,0.0,0.0
40,11,0.0,0.0
40,12,2.0,0.0
40,13,4.2,0.4216370213557839
40,14,0.0,0.0
40,15,1.6,0.8432740427115679
40,16,0.0,0.0
40,17,3.6,1.1737877907772674
40,18,5.0,0.0
40,19,2.0,0.0
40,20,2.0,0.0
40,21,1.5,2.41522945769824
40,22,5.0,0.0
40,23,4.7,0.9486832980505138
40,24,5.0,0.0
40,25,1.7,0.6749485577105528
40,26,0.6,0.9660917830792959
40,27,0.0,0.0
40,28,0.0,0.0
40,29,5.0,0.0
40,30,0.2,0.6324555320336759
40,31,0.0,0.0
40,32,0.0,0.0
41,1,1.4,0.9660917830792959
41,2,1.0,1.0540925533894598
41,3,0.0,0.0
41,4,0.0,0.0
41,5,0.0,0.0
41,6,0.0,0.0
41,7,0.4,0.8432740427115679
41,8,0.2,0.6324555320336759
41,9,0.0,0.0
41,10,0.0,0.0
41,11,0.0,0.0
41,12,0.0,0.0
41,13,0.0,0.0
41,14,0.0,0.0
41,15,0.0,0.0
41,16,0.0,0.0
41,17,5.0,0.0
41,18,5.0,0.0
41,19,1.8,0.6324555320336759
41,20,2.0,0.0
41,21,5.0,0.0
41,22,5.0,0.0
41,23,5.0,0.0
41,24,5.0,0.0
41,25,2.0,0.0
41,26,0.0,0.0
41,27,0.0,0.0
41,28,0.0,0.0
41,29,5.0,0.0
41,30,0.0,0.0
41,31,0.0,0.0
41,32,0.0,0.0
42,1,0.0,0.0
42,2,0.0,0.0
42,3,0.0,0.0
42,4,0.0,0.0
42,5,0.0,0.0
42,6,0.0,0.0
42,7,0.0,0.0
42,8,0.0,0.0
42,9,0.0,0.0
42,10,0.0,0.0
42,11,0.0,0.0
42,12,0.0,0.0
42,13,0.0,0.0
42,14,0.0,0.0
42,15,0.0,0.0
42,16,0.0,0.0
42,17,0.0,0.0
42,18,2.4,2.7568097504180447
42,19,0.0,0.0
42,20,0.0,0.0
42,21,3.1,2.4698178070456938
42,22,5.0,0.0
42,23,1.5,1.90029237516523
42,24,0.0,0.0
42,25,0.2,0.42163702135578396
42,26,0.7,0.4830458915396479
42,27,0.0,0.0
42,28,-0.8,0.42163702135578396
42,29,0.0,0.0
42,30,0.2,0.6324555320336759
42,31,0.0,0.0
42,32,0.0,0.0
43,1,0.0,0.0
43,2,4.0,0.0
43,3,0.0,0.0
43,4,0.8,0.7888106377466155
43,5,0.0,0.0
43,6,0.0,0.0
43,7,2.0,0.0
43,8,3.5,0.97182531580755
43,9,0.8,1.0327955589886446
43,10,1.1,0.31622776601683794
43,11,0.0,0.0
43,12,0.2,0.6324555320336759
43,13,4.3,0.48304589153964794
43,14,0.0,0.0
43,15,2.0,0.0
43,16,0.0,0.0
43,17,4.9,0.31622776601683794
43,18,5.0,0.0
43,19,2.0,0.0
43,20,5.0,0.0
43,21,5.0,0.0
43,22,5.0,0.0
43,23,5.0,0.0
43,24,5.0,0.0
43,25,0.0,0.0
43,26,1.0,1.0540925533894598
43,27,0.0,0.0
43,28,0.0,0.0
43,29,5.0,0.0
43,30,1.8,0.6324555320336759
43,31,0.0,0.0
43,32,0.0,0.0
44,1,5.0,0.0
44,2,4.9,0.31622776601683794
44,3,1.0,2.1081851067789197
44,4,0.0,0.0
44,5,4.0,2.1081851067789197
44,6,0.0,0.0
44,7,5.0,0.0
44,8,4.8,0.4216370213557839
44,9,5.0,0.0
44,10,0.1,0.31622776601683794
44,11,0.0,0.0
44,12,4.9,0.31622776601683794
44,13,4.6,0.9660917830792958
44,14,4.2,1.5491933384829668
44,15,0.0,0.0
44,16,0.0,0.0
44,17,5.0,0.0
44,18,5.0,0.0
44,19,5.0,0.0
44,20,4.0,1.1547005383792515
44,21,5.0,0.0
44,22,5.0,0.0
44,23,5.0,0.0
44,24,5.0,0.0
44,25,2.0,0.0
44,26,0.0,0.0
44,27,0.0,0.0
44,28,0.0,0.0
44,29,5.0,0.0
44,30,0.0,0.0
44,31,0.0,0.0
44,32,0.0,0.0
45,1,0.4,0.8432740427115679
45,2,2.3,0.48304589153964794
45,3,0.0,0.0
45,4,0.0,0.0
45,5,0.0,0.0
45,6,0.5,1.0801234497346435
45,7,5.0,0.0
45,8,4.7,0.48304589153964794
45,9,0.2,0.6324555320336759
45,10,4.9,0.31622776601683794
45,11,0.8,1.7511900715418263
45,12,2.0,2.0
45,13,0.0,0.0
45,14,0.0,0.0
45,15,0.6,0.9660917830792959
45,16,5.0,0.0
45,17,5.0,0.0
45,18,5.0,0.0
45,19,5.0,0.0
45,20,2.8,1.1352924243950933
45,21,1.3,1.70293863659264
45,22,5.0,0.0
45,23,5.0,0.0
45,24,5.0,0.0
45,25,4.9,0.31622776601683794
45,26,0.9,1.449137674618944
45,27,-0.1,0.31622776601683794
45,28,-0.4,0.5163977794943222
45,29,5.0,0.0
45,30,0.0,1.4142135623730951
45,31,-0.3,0.4830458915396479
45,32,3.2,1.0327955589886446
46,1,5.0,0.0
46,2,2.9,1.286683937707919
46,3,0.0,0.0
46,4,0.0,0.0
46,5,0.0,0.0
46,6,0.0,0.0
46,7,5.0,0.0
46,8,3.8,1.398411797560202
46,9,0.0,0.0
46,10,0.0,0.0
46,11,0.0,0.0
46,12,0.2,0.6324555320336759
46,13,0.0,0.0
46,14,0.0,0.0
46,15,0.0,0.0
46,16,0.0,0.0
46,17,5.0,0.0
46,18,5.0,0.0
46,19,0.2,0.6324555320336759
46,20,3.5,1.0801234497346435
46,21,5.0,0.0
46,22,5.0,0.0
46,23,5.0,0.0
46,24,2.9,1.4491376746189437
46,25,2.0,0.0
46,26,0.0,0.0
46,27,0.0,0.0
46,28,0.0,0.0
46,29,5.0,0.0
46,30,1.6,0.8432740427115679
46,31,0.0,0.0
46,32,0.0,0.0
47,1,1.4,0.9660917830792958
47,2,5.0,0.0
47,3,5.0,0.0
47,4,4.3,0.48304589153964794
47,5,5.0,0.0
47,6,0.0,0.0
47,7,5.0,0.0
47,8,4.9,0.31622776601683794
47,9,5.0,0.0
47,10,5.0,0.0
47,11,5.0,0.0
47,12,4.9,0.31622776601683794
47,13,4.4,1.2649110640673518
47,14,4.0,0.0
47,15,4.1,0.8755950357709131
47,16,0.0,0.0
47,17,2.0,0.0
47,18,5.0,0.0
47,19,5.0,0.0
47,20,5.0,0.0
47,21,5.0,0.0
47,22,5.0,0.0
47,23,5.0,0.0
47,24,5.0,0.0
47,25,2.6,1.2649110640673518
47,26,1.7,2.359378449224852
47,27,0.0,0.0
47,28,0.0,0.0
47,29,5.0,0.0
47,30,0.0,0.0
47,31,0.0,0.0
47,32,0.0,0.0
48,1,0.1,0.31622776601683794
48,2,0.0,0.0
48,3,0.0,0.0
48,4,0.0,0.0
48,5,0.0,0.0
48,6,0.0,0.0
48,7,0.0,0.0
48,8,0.0,0.0
48,9,0.0,0.0
48,10,0.0,0.0
48,11,0.0,0.0
48,12,0.0,0.0
48,13,0.0,0.0
48,14,0.0,0.0
48,15,0.0,0.0
48,16,0.0,0.0
48,17,4.4,1.2649110640673518
48,18,5.0,0.0
48,19,1.8,0.6324555320336759
48,20,1.6,0.8432740427115678
48,21,5.0,0.0
48,22,5.0,0.0
48,23,5.0,0.0
48,24,2.3,0.9486832980505138
48,25,2.0,0.0
48,26,0.0,0.0
48,27,0.0,0.0
48,28,0.0,0.0
48,29,5.0,0.0
48,30,0.0,0.0
48,31,0.0,0.0
48,32,0.0,0.0
49,1,2.0,0.0
49,2,2.0,0.0
49,3,0.0,0.0
49,4,0.0,0.0
49,5,0.0,0.0
49,6,0.0,0.0
49,7,2.9,1.1005049346146119
49,8,2.0,0.0
49,9,0.0,0.0
49,10,0.0,0.0
49,11,0.0,0.0
49,12,1.0,1.0540925533894598
49,13,0.0,0.0
49,14,0.0,0.0
49,15,2.0,0.0
49,16,0.0,0.0
49,17,5.0,0.0
49,18,0.5,1.5811388300841898
49,19,1.5,0.7071067811865476
49,20,2.0,0.0
49,21,5.0,0.0
49,22,5.0,0.0
49,23,5.0,0.0
49,24,5.0,0.0
49,25,0.4,0.8432740427115679
49,26,0.0,0.0
49,27,0.0,0.0
49,28,0.0,0.0
49,29,5.0,0.0
49,30,0.0,0.0
49,31,0.0,0.0
49,32,0.0,0.0
50,1,4.0,0.0
50,2,4.0,0.0
50,3,0.0,0.0
50,4,3.0,0.6666666666666666
50,5,0.9,1.1972189997378648
50,6,0.0,0.0
50,7,4.6,0.5163977794943222
50,8,4.4,0.5163977794943222
50,9,3.9,0.5676462121975466
50,10,1.6,0.8432740427115679
50,11,0.0,0.0
50,12,4.1,0.7378647873726218
50,13,3.5,0.8498365855987975
50,14,3.2,0.7888106377466155
50,15,2.6,0.5163977794943223
50,16,0.0,0.0
50,17,5.0,0.0
50,18,5.0,0.0
50,19,5.0,0.0
50,20,5.0,0.0
50,21,4.7,0.9486832980505138
50,22,5.0,0.0
50,23,5.0,0.0
50,24,5.0,0.0
50,25,4.0,0.0
50,26,0.8,1.0327955589886446
50,27,0.0,0.0
50,28,0.2,0.6324555320336759
50,29,0.6,0.9660917830792958
50,30,1.2,1.0327955589886444
50,31,0.0,0.0
50,32,3.5,1.0801234497346435
51,1,2.1,0.31622776601683794
51,2,1.1,1.1972189997378648
51,3,0.0,0.0
51,4,0.0,0.0
51,5,0.0,0.0
51,6,0.0,0.0
51,7,5.0,0.0
51,8,4.5,1.0801234497346435
51,9,5.0,0.0
51,10,0.0,0.0
51,11,0.0,0.0
51,12,0.0,0.0
51,13,0.6,0.9660917830792959
51,14,3.6,2.0655911179772892
51,15,0.2,0.6324555320336759
51,16,0.0,0.0
51,17,4.0,1.4142135623730951
51,18,5.0,0.0
51,19,4.8,0.4216370213557839
51,20,2.0,0.0
51,21,4.7,0.9486832980505138
51,22,5.0,0.0
51,23,5.0,0.0
51,24,5.0,0.0
51,25,2.0,0.0
51,26,0.0,0.0
51,27,5.0,0.0
51,28,0.0,0.0
51,29,5.0,0.0
51,30,0.0,0.0
51,31,0.0,0.0
51,32,0.0,0.0
52,1,3.9,0.31622776601683794
52,2,2.0,0.0
52,3,0.0,0.0
52,4,0.0,0.0
52,5,0.0,0.0
52,6,0.0,0.0
52,7,3.4,0.5163977794943223
52,8,3.6,0.6992058987801011
52,9,2.3,0.48304589153964794
52,10,0.0,0.0
52,11,0.0,0.0
52,12,2.3,0.6749485577105528
52,13,3.4,1.1737877907772671
52,14,0.0,0.0
52,15,1.8,0.6324555320336759
52,16,0.0,0.0
52,17,5.0,0.0
52,18,5.0,0.0
52,19,2.0,0.0
52,20,2.0,0.0
52,21,4.6,0.9660917830792959
52,22,5.0,0.0
52,23,5.0,0.0
52,24,2.0,0.0
52,25,2.0,0.0
52,26,0.0,0.0
52,27,0.0,0.0
52,28,0.0,0.0
52,29,5.0,0.0
52,30,0.2,0.6324555320336759
52,31,0.0,0.0
52,32,0.0,0.0
53,1,3.5,1.35400640077266
53,2,5.0,0.0
53,3,5.0,0.0
53,4,0.0,0.0
53,5,0.0,0.0
53,6,0.0,0.0
53,7,5.0,0.0
53,8,5.0,0.0
53,9,5.0,0.0
53,10,0.0,0.0
53,11,0.0,0.0
53,12,0.0,0.0
53,13,5.0,0.0
53,14,0.0,0.0
53,15,5.0,0.0
53,16,0.0,0.0
53,17,5.0,0.0
53,18,5.0,0.0
53,19,5.0,0.0
53,20,0.0,0.0
53,21,5.0,0.0
53,22,5.0,0.0
53,23,5.0,0.0
53,24,5.0,0.0
53,25,0.0,0.0
53,26,0.0,0.0
53,27,0.0,0.0
53,28,0.0,0.0
53,29,5.0,0.0
53,30,0.0,0.0
53,31,0.0,0.0
53,32,0.0,0.0
54,1,4.9,0.31622776601683794
54,2,0.0,0.0
54,3,0.0,0.0
54,4,0.0,0.0
54,5,0.0,0.0
54,6,0.0,0.0
54,7,0.0,0.0
54,8,0.0,0.0
54,9,0.0,0.0
54,10,0.0,0.0
54,11,0.0,0.0
54,12,0.0,0.0
54,13,0.0,0.0
54,14,0.0,0.0
54,15,0.0,0.0
54,16,0.0,0.0
54,17,5.0,0.0
54,18,5.0,0.0
54,19,0.0,0.0
54,20,0.0,0.0
54,21,0.0,0.0
54,22,5.0,0.0
54,23,5.0,0.0
54,24,0.0,0.0
54,25,0.0,0.0
54,26,0.0,0.0
54,27,0.0,0.0
54,28,0.0,0.0
54,29,0.0,0.0
54,30,0.0,0.0
54,31,0.0,0.0
54,32,0.0,0.0
55,1,1.4,0.9660917830792958
55,2,4.1,0.31622776601683794
55,3,0.0,0.0
55,4,0.1,0.31622776601683794
55,5,0.0,0.0
55,6,0.0,0.0
55,7,2.4,1.505545305418162
55,8,4.0,0.0
55,9,0.0,0.0
55,10,0.1,0.31622776601683794
55,11,0.0,0.0
55,12,0.0,0.0
55,13,0.0,0.0
55,14,0.0,0.0
55,15,1.9,0.31622776601683794
55,16,0.0,0.0
55,17,4.9,0.31622776601683794
55,18,5.0,0.0
55,19,5.0,0.0
55,20,4.7,0.9486832980505138
55,21,5.0,0.0
55,22,5.0,0.0
55,23,5.0,0.0
55,24,5.0,0.0
55,25,3.0,1.0540925533894598
55,26,2.0,0.0
55,27,0.0,0.0
55,28,5.0,0.0
55,29,5.0,0.0
55,30,2.3,0.9486832980505138
55,31,0.0,0.0
55,32,0.4,0.8432740427115679
56,1,4.2,0.4216370213557839
56,2,4.0,0.0
56,3,0.0,0.0
56,4,0.0,0.0
56,5,0.0,0.0
56,6,0.0,0.0
56,7,5.0,0.0
56,8,4.0,0.0
56,9,0.0,0.0
56,10,0.0,0.0
56,11,0.0,0.0
56,12,0.0,0.0
56,13,4.4,0.5163977794943222
56,14,0.0,0.0
56,15,0.6,0.9660917830792958
56,16,0.0,0.0
56,17,5.0,0.0
56,18,5.0,0.0
56,19,2.0,0.0
56,20,4.0,0.0
56,21,2.5,2.6352313834736494
56,22,5.0,0.0
56,23,5.0,0.0
56,24,5.0,0.0
56,25,4.8,0.4216370213557839
56,26,2.0,0.0
56,27,0.0,0.0
56,28,5.0,0.0
56,29,5.0,0.0
56,30,2.0,0.0
56,31,0.0,0.0
56,32,0.0,0.0
57,1,4.0,0.0
57,2,4.9,0.31622776601683794
57,3,1.4,1.2649110640673518
57,4,1.0,1.0540925533894598
57,5,0.0,0.0
57,6,0.0,0.0
57,7,4.0,0.0
57,8,4.5,0.5270462766947299
57,9,1.8,1.0327955589886444
57,10,2.1,0.31622776601683794
57,11,0.0,0.0
57,12,3.8,0.6324555320336759
57,13,4.4,0.5163977794943222
57,14,0.0,0.0
57,15,0.2,0.42163702135578396
57,16,0.0,0.0
57,17,5.0,0.0
57,18,5.0,0.0
57,19,5.0,0.0
57,20,5.0,0.0
57,21,5.0,0.0
57,22,5.0,0.0
57,23,5.0,0.0
57,24,5.0,0.0
57,25,2.0,0.0
57,26,0.2,0.6324555320336759
57,27,0.0,0.0
57,28,1.5,2.41522945769824
57,29,5.0,0.0
57,30,2.0,0.0
57,31,0.0,0.0
57,32,0.2,0.6324555320336759
58,1,0.0,0.0
58,2,0.0,0.0
58,3,0.0,0.0
58,4,0.0,0.0
58,5,0.0,0.0
58,6,0.0,0.0
58,7,0.0,0.0
58,8,0.0,0.0
58,9,0.0,0.0
58,10,0.0,0.0
58,11,0.0,0.0
58,12,0.0,0.0
58,13,0.0,0.0
58,14,0.0,0.0
58,15,0.0,0.0
58,16,0.0,0.0
58,17,5.0,0.0
58,18,4.7,0.9486832980505138
58,19,2.0,0.0
58,20,2.2,1.0327955589886446
58,21,5.0,0.0
58,22,5.0,0.0
58,23,4.7,0.9486832980505138
58,24,1.9,2.282785822435191
58,25,2.6,1.2649110640673518
58,26,0.0,0.0
58,27,0.0,0.0
58,28,0.0,0.0
58,29,4.7,0.9486832980505138
58,30,0.2,0.6324555320336759
58,31,0.0,0.0
58,32,0.0,0.0
59,1,4.0,0.0
59,2,4.0,0.0
59,3,0.0,0.0
59,4,1.3,0.9486832980505138
59,5,0.0,0.0
59,6,0.0,0.0
59,7,4.0,0.0
59,8,3.9,0.31622776601683794
59,9,2.0,0.0
59,10,0.7,0.9486832980505138
59,11,0.1,0.31622776601683794
59,12,4.0,0.0
59,13,3.8,0.4216370213557839
59,14,1.8,0.6324555320336759
59,15,2.0,0.0
59,16,0.0,0.0
59,17,5.0,0.0
59,18,5.0,0.0
59,19,5.0,0.0
59,20,4.0,0.0
59,21,5.0,0.0
59,22,5.0,0.0
59,23,5.0,0.0
59,24,5.0,0.0
59,25,3.5,0.8498365855987975
59,26,0.6,0.9660917830792959
59,27,0.0,0.0
59,28,0.0,0.0
59,29,5.0,0.0
59,30,1.8,0.6324555320336759
59,31,0.0,0.0
59,32,2.0,0.0
60,1,0.0,0.0
60,2,0.0,0.0
60,3,0.0,0.0
60,4,0.0,0.0
60,5,0.0,0.0
60,6,0.0,0.0
60,7,0.0,0.0
60,8,0.0,0.0
60,9,0.0,0.0
60,10,0.0,0.0
60,11,0.0,0.0
60,12,0.0,0.0
60,13,0.0,0.0
60,14,0.0,0.0
60,15,0.0,0.0
60,16,0.0,0.0
60,17,0.6,0.9660917830792959
60,18,5.0,0.0
60,19,4.9,0.31622776601683794
60,20,5.0,0.0
60,21,5.0,0.0
60,22,5.0,0.0
60,23,5.0,0.0
60,24,0.0,0.0
60,25,2.0,0.0
60,26,0.0,0.0
60,27,0.0,0.0
60,28,0.0,0.0
60,29,0.5,1.5811388300841898
60,30,0.0,0.0
60,31,0.0,0.0
60,32,0.0,0.0
61,1,0.0,0.0
61,2,0.0,0.0
61,3,0.0,0.0
61,4,0.0,0.0
61,5,0.0,0.0
61,6,0.0,0.0
61,7,0.0,0.0
61,8,0.0,0.0
61,9,0.0,0.0
61,10,0.0,0.0
61,11,0.0,0.0
61,12,0.0,0.0
61,13,0.0,0.0
61,14,0.0,0.0
61,15,0.0,0.0
61,16,0.0,0.0
61,17,2.0,0.0
61,18,5.0,0.0
61,19,2.1,0.31622776601683794
61,20,1.6,0.8432740427115679
61,21,4.0,2.1081851067789197
61,22,5.0,0.0
61,23,5.0,0.0
61,24,0.2,0.6324555320336759
61,25,2.0,0.0
61,26,0.0,0.0
61,27,0.0,0.0
61,28,0.0,0.0
61,29,5.0,0.0
61,30,0.8,1.0327955589886446
61,31,0.0,0.0
61,32,0.0,0.0
62,1,3.9,0.8755950357709131
62,2,2.1,0.31622776601683794
62,3,0.0,0.0
62,4,0.0,0.0
62,5,0.0,0.0
62,6,0.0,0.0
62,7,1.2,1.3165611772087666
62,8,3.1,1.1005049346146119
62,9,0.0,0.0
62,10,0.0,0.0
62,11,0.0,0.0
62,12,0.0,0.0
62,13,0.0,0.0
62,14,0.0,0.0
62,15,0.0,0.0
62,16,0.0,0.0
62,17,5.0,0.0
62,18,5.0,0.0
62,19,2.0,0.0
62,20,3.0,1.0540925533894598
62,21,5.0,0.0
62,22,5.0,0.0
62,23,5.0,0.0
62,24,5.0,0.0
62,25,2.0,0.0
62,26,0.4,0.8432740427115679
62,27,0.0,0.0
62,28,0.5,1.5811388300841898
62,29,5.0,0.0
62,30,0.0,0.0
62,31,0.0,0.0
62,32,0.0,0.0
63,1,4.1,0.31622776601683794
63,2,5.0,0.0
63,3,0.0,0.0
63,4,0.0,0.0
63,5,0.0,0.0
63,6,0.0,0.0
63,7,5.0,0.0
63,8,4.3,0.48304589153964794
63,9,2.0,0.0
63,10,0.0,0.0
63,11,0.0,0.0
63,12,0.0,0.0
63,13,5.0,0.0
63,14,0.0,0.0
63,15,0.0,0.0
63,16,0.0,0.0
63,17,5.0,0.0
63,18,5.0,0.0
63,19,2.0,0.0
63,20,2.0,0.0
63,21,1.0,2.1081851067789197
63,22,5.0,0.0
63,23,5.0,0.0
63,24,5.0,0.0
63,25,2.0,0.0
63,26,0.0,0.0
63,27,0.0,0.0
63,28,0.0,0.0
63,29,5.0,0.0
63,30,1.6,0.8432740427115679
63,31,0.0,0.0
63,32,0.0,0.0
64,1,2.0,0.0
64,2,4.5,0.5270462766947299
64,3,0.0,0.0
64,4,0.0,0.0
64,5,0.0,0.0
64,6,0.0,0.0
64,7,0.0,0.0
64,8,2.4,0.9660917830792958
64,9,0.0,0.0
64,10,0.0,0.0
64,11,0.0,0.0
64,12,0.0,0.0
64,13,5.0,0.0
64,14,0.0,0.0
64,15,1.8,0.6324555320336759
64,16,0.0,0.0
64,17,5.0,0.0
64,18,5.0,0.0
64,19,4.0,0.0
64,20,1.8,0.6324555320336759
64,21,5.0,0.0
64,22,5.0,0.0
64,23,5.0,0.0
64,24,4.6,0.5163977794943222
64,25,2.0,0.0
64,26,0.0,0.0
64,27,0.0,0.0
64,28,0.0,0.0
64,29,5.0,0.0
64,30,0.0,0.0
64,31,0.0,0.0
64,32,0.0,0.0
65,1,4.0,0.0
65,2,4.1,0.5676462121975466
65,3,0.2,0.6324555320336759
65,4,0.0,0.0
65,5,0.0,0.0
65,6,0.0,0.0
65,7,4.9,0.31622776601683794
65,8,4.6,0.5163977794943222
65,9,0.0,0.0
65,10,0.5,0.8498365855987975
65,11,0.0,0.0
65,12,4.1,1.1972189997378646
65,13,0.6,0.9660917830792958
65,14,0.0,0.0
65,15,1.2,1.0327955589886446
65,16,0.0,0.0
65,17,5.0,0.0
65,18,5.0,0.0
65,19,5.0,0.0
65,20,4.0,1.4142135623730951
65,21,5.0,0.0
65,22,5.0,0.0
65,23,5.0,0.0
65,24,5.0,0.0
65,25,5.0,0.0
65,26,0.0,0.0
65,27,0.0,0.0
65,28,0.0,0.0
65,29,5.0,0.0
65,30,0.0,0.0
