persona,question,average_score,uncertainty,relative_score
25,15,5.0,0.0,1.7999999999999998
25,16,4.0,0.0,1.0
25,17,2.0,0.0,3.0
25,18,5.0,0.0,0.5999999999999996
25,19,5.0,0.0,1.0
25,20,5.0,0.0,1.2000000000000002
25,21,5.0,0.0,0.0
25,22,4.0,0.0,1.0
25,23,4.0,0.0,1.1
25,24,5.0,0.0,3.5
25,25,5.0,0.0,2.0
25,26,5.0,0.0,0.0
25,27,2.0,0.0,3.0
25,28,3.2,1.6865480854231358,0.20000000000000018
25,29,5.0,0.0,1.5
25,30,4.5,0.5270462766947299,0.6000000000000001
26,1,4.0,0.0,1.0
26,2,4.0,0.0,0.40000000000000036
26,3,4.0,0.0,1.0
26,4,3.0,0.0,0.8999999999999999
26,5,3.0,0.0,0.0
26,6,4.0,0.0,1.0
26,7,4.0,0.0,0.0
26,8,4.0,0.0,1.0
26,9,3.0,0.0,0.0
26,10,3.4,0.5163977794943223,0.3999999999999999
26,11,4.2,0.4216370213557839,0.7999999999999998
26,12,5.0,0.0,0.0
26,13,3.7,0.48304589153964794,0.7000000000000002
26,14,4.0,0.0,0.0
26,15,3.0,0.0,0.20000000000000018
26,16,5.0,0.0,0.0
26,17,5.0,0.0,0.0
26,18,4.7,0.48304589153964794,0.2999999999999998
26,19,4.0,0.0,0.0
26,20,3.0,0.0,0.7999999999999998
26,21,5.0,0.0,0.0
26,22,3.7,0.48304589153964794,1.2999999999999998
26,23,3.0,0.0,0.10000000000000009
26,24,2.0,0.0,0.5
26,25,3.0,0.0,0.0
26,26,5.0,0.0,0.0
26,27,3.0,0.0,2.0
26,28,3.8,0.4216370213557839,0.7999999999999998
26,29,0.3,0.9486832980505139,3.2
26,30,2.9,0.5676462121975466,1.0
27,1,4.0,0.0,1.0
27,2,5.0,0.0,0.5999999999999996
27,3,2.0,0.0,1.0
27,4,2.0,0.0,0.10000000000000009
27,5,3.0,0.0,0.0
27,6,5.0,0.0,0.0
27,7,5.0,0.0,1.0
27,8,4.0,0.0,1.0
27,9,2.0,0.0,1.0
27,10,2.0,0.0,1.0
27,11,4.0,0.0,1.0
27,12,5.0,0.0,0.0
27,13,2.0,0.0,1.0
27,14,4.0,0.0,0.0
27,15,3.0,0.0,0.20000000000000018
27,16,5.0,0.0,0.0
27,17,5.0,0.0,0.0
27,18,2.9,0.31622776601683794,1.5000000000000004
27,19,3.0,0.0,1.0
27,20,2.1,0.31622776601683794,1.6999999999999997
27,21,5.0,0.0,0.0
27,22,5.0,0.0,0.0
27,23,3.0,0.0,0.10000000000000009
27,24,2.0,0.0,0.5
27,25,2.8,0.4216370213557839,0.20000000000000018
27,26,5.0,0.0,0.0
27,27,5.0,0.0,0.0
27,28,2.0,0.0,1.0
27,29,1.0,0.0,2.5
27,30,2.0,0.0,1.9
28,1,4.0,0.0,1.0
28,2,4.0,0.0,0.40000000000000036
28,3,4.0,0.0,1.0
28,4,3.0,0.0,0.8999999999999999
28,5,3.0,0.0,0.0
28,6,4.0,0.0,1.0
28,7,4.0,0.0,0.0
28,8,4.0,0.0,1.0
28,9,3.0,0.0,0.0
28,10,3.0,0.0,0.0
28,11,4.0,0.0,1.0
28,12,5.0,0.0,0.0
28,13,3.0,0.0,0.0
28,14,4.0,0.0,0.0
28,15,3.0,0.0,0.20000000000000018
28,16,4.2,0.4216370213557839,0.7999999999999998
28,17,4.6,0.5163977794943222,0.40000000000000036
28,18,4.0,0.0,0.40000000000000036
28,19,4.0,0.0,0.0
28,20,3.1,0.31622776601683794,0.6999999999999997
28,21,5.0,0.0,0.0
28,22,4.0,0.0,1.0
28,23,3.0,0.0,0.10000000000000009
28,24,3.0,0.0,1.5
28,25,2.0,0.0,1.0
28,26,4.0,0.0,1.0
28,27,4.0,0.0,1.0
28,28,3.2,0.4216370213557839,0.20000000000000018
28,29,3.0,0.0,0.5
28,30,3.0,0.0,0.8999999999999999
29,1,4.0,0.0,1.0
29,2,4.0,0.0,0.40000000000000036
29,3,3.0,0.0,0.0
29,4,3.0,0.0,0.8999999999999999
29,5,3.0,0.0,0.0
29,6,4.0,0.0,1.0
29,7,4.0,0.0,0.0
29,8,4.0,0.0,1.0
29,9,3.0,0.0,0.0
29,10,3.0,0.0,0.0
29,11,4.0,0.0,1.0
29,12,5.0,0.0,0.0
29,13,2.5,0.5270462766947299,0.5
29,14,4.0,0.0,0.0
29,15,2.4,0.5163977794943223,0.8000000000000003
29,16,4.7,0.48304589153964794,0.2999999999999998
29,17,5.0,0.0,0.0
29,18,4.0,0.0,0.40000000000000036
29,19,3.1,0.31622776601683794,0.8999999999999999
29,20,3.0,0.0,0.7999999999999998
29,21,5.0,0.0,0.0
29,22,4.0,0.0,1.0
29,23,3.0,0.0,0.10000000000000009
29,24,3.0,0.0,1.5
29,25,2.0,0.0,1.0
29,26,3.9,0.31622776601683794,1.1
29,27,4.0,0.0,1.0
29,28,4.0,0.0,1.0
29,29,2.4,0.5163977794943223,1.1
29,30,0.0,0.0,3.9
30,1,4.0,0.0,1.0
30,2,5.0,0.0,0.5999999999999996
30,3,3.0,0.0,0.0
30,4,2.0,0.0,0.10000000000000009
30,5,4.0,0.0,1.0
30,6,4.9,0.31622776601683794,0.09999999999999964
30,7,5.0,0.0,1.0
30,8,4.0,0.0,1.0
30,9,3.0,0.0,0.0
30,10,3.0,0.0,0.0
30,11,4.0,0.0,1.0
30,12,5.0,0.0,0.0
30,13,2.0,0.0,1.0
30,14,4.0,0.0,0.0
30,15,2.5,0.5270462766947299,0.7000000000000002
30,16,5.0,0.0,0.0
30,17,5.0,0.0,0.0
30,18,4.0,0.0,0.40000000000000036
30,19,4.0,0.0,0.0
30,20,3.0,0.0,0.7999999999999998
30,21,5.0,0.0,0.0
30,22,5.0,0.0,0.0
30,23,3.0,0.0,0.10000000000000009
30,24,0.0,0.0,1.5
30,25,2.0,0.0,1.0
30,26,5.0,0.0,0.0
30,27,4.0,0.0,1.0
30,28,3.8,0.4216370213557839,0.7999999999999998
30,29,2.0,0.0,1.5
30,30,0.0,0.0,3.9
31,1,4.0,0.0,1.0
31,2,5.0,0.0,0.5999999999999996
31,3,3.8,0.4216370213557839,0.7999999999999998
31,4,3.0,0.0,0.8999999999999999
31,5,3.0,0.0,0.0
31,6,4.8,0.4216370213557839,0.20000000000000018
31,7,4.0,0.0,0.0
31,8,4.0,0.0,1.0
31,9,4.0,0.0,1.0
31,10,3.4,0.5163977794943223,0.3999999999999999
31,11,4.5,0.5270462766947299,0.5
31,12,5.0,0.0,0.0
31,13,4.0,0.0,1.0
31,14,4.0,0.0,0.0
31,15,3.7,0.48304589153964794,0.5
31,16,5.0,0.0,0.0
31,17,5.0,0.0,0.0
31,18,4.0,0.0,0.40000000000000036
31,19,4.0,0.0,0.0
31,20,4.0,0.0,0.20000000000000018
31,21,5.0,0.0,0.0
31,22,4.0,0.0,1.0
31,23,3.0,0.0,0.10000000000000009
31,24,2.0,0.0,0.5
31,25,2.9,0.5676462121975467,0.10000000000000009
31,26,4.0,0.0,1.0
31,27,4.4,0.5163977794943222,0.5999999999999996
31,28,4.0,0.0,1.0
31,29,2.0,0.0,1.5
31,30,3.0,0.0,0.8999999999999999
32,1,4.0,0.0,1.0
32,2,4.0,0.0,0.40000000000000036
32,3,3.0,0.0,0.0
32,4,3.0,0.0,0.8999999999999999
32,5,3.2,0.4216370213557839,0.20000000000000018
32,6,4.0,0.0,1.0
32,7,4.0,0.0,0.0
32,8,3.5,0.5270462766947299,0.5
32,9,3.0,0.0,0.0
32,10,3.0,0.0,0.0
32,11,4.8,0.4216370213557839,0.20000000000000018
32,12,5.0,0.0,0.0
32,13,2.3,0.48304589153964794,0.7000000000000002
32,14,4.0,0.0,0.0
32,15,2.6,0.5163977794943223,0.6000000000000001
32,16,5.0,0.0,0.0
32,17,5.0,0.0,0.0
32,18,4.0,0.0,0.40000000000000036
32,19,4.0,0.0,0.0
32,20,3.0,0.0,0.7999999999999998
32,21,5.0,0.0,0.0
32,22,4.5,0.5270462766947299,0.5
32,23,3.0,0.0,0.10000000000000009
32,24,0.1,0.31622776601683794,1.4
32,25,2.0,0.0,1.0
32,26,5.0,0.0,0.0
32,27,4.1,0.31622776601683794,0.9000000000000004
32,28,4.0,0.0,1.0
32,29,1.8,0.42163702135578396,1.7
32,30,2.6,0.5163977794943223,1.2999999999999998
33,1,4.0,0.0,1.0
33,2,4.0,0.0,0.40000000000000036
33,3,3.0,0.0,0.0
33,4,3.0,0.0,0.8999999999999999
33,5,3.0,0.0,0.0
33,6,4.0,0.0,1.0
33,7,4.0,0.0,0.0
33,8,4.0,0.0,1.0
33,9,3.0,0.0,0.0
33,10,4.0,0.0,1.0
33,11,4.0,0.0,1.0
33,12,5.0,0.0,0.0
33,13,3.7,0.48304589153964794,0.7000000000000002
33,14,4.0,0.0,0.0
33,15,3.0,0.0,0.20000000000000018
33,16,5.0,0.0,0.0
33,17,5.0,0.0,0.0
33,18,4.0,0.0,0.40000000000000036
33,19,2.9,0.31622776601683794,1.1
33,20,3.1,0.31622776601683794,0.6999999999999997
33,21,5.0,0.0,0.0
33,22,4.1,0.31622776601683794,0.9000000000000004
33,23,3.0,0.0,0.10000000000000009
33,24,2.1,0.31622776601683794,0.6000000000000001
33,25,3.0,0.0,0.0
33,26,4.9,0.31622776601683794,0.09999999999999964
33,27,4.0,0.0,1.0
33,28,3.2,0.4216370213557839,0.20000000000000018
33,29,2.0,0.0,1.5
33,30,2.2,0.4216370213557839,1.6999999999999997
34,1,4.0,0.0,1.0
34,2,4.0,0.0,0.40000000000000036
34,3,3.3,0.48304589153964794,0.2999999999999998
34,4,2.0,0.0,0.10000000000000009
34,5,4.0,0.0,1.0
34,6,4.0,0.0,1.0
34,7,4.0,0.0,0.0
34,8,3.0,0.0,0.0
34,9,3.6,0.5163977794943223,0.6000000000000001
34,10,4.0,0.0,1.0
34,11,4.0,0.0,1.0
34,12,4.0,0.0,1.0
34,13,2.1,0.31622776601683794,0.8999999999999999
34,14,4.0,0.0,0.0
34,15,3.0,0.0,0.20000000000000018
34,16,5.0,0.0,0.0
34,17,5.0,0.0,0.0
34,18,5.0,0.0,0.5999999999999996
34,19,4.0,0.0,0.0
34,20,4.0,0.0,0.20000000000000018
34,21,5.0,0.0,0.0
34,22,4.0,0.0,1.0
34,23,4.0,0.0,1.1
34,24,0.4,0.8432740427115679,1.1
34,25,2.0,0.0,1.0
34,26,5.0,0.0,0.0
34,27,4.0,0.0,1.0
34,28,4.0,0.0,1.0
34,29,0.0,0.0,3.5
34,30,0.2,0.6324555320336759,3.6999999999999997
35,1,4.0,0.0,1.0
35,2,4.0,0.0,0.40000000000000036
35,3,2.0,0.0,1.0
35,4,3.0,0.0,0.8999999999999999
35,5,3.0,0.0,0.0
35,6,4.0,0.0,1.0
35,7,4.0,0.0,0.0
35,8,3.0,0.0,0.0
35,9,3.1,0.31622776601683794,0.10000000000000009
35,10,3.0,0.0,0.0
35,11,4.0,0.0,1.0
35,12,4.0,0.0,1.0
35,13,4.0,0.0,1.0
35,14,4.0,0.0,0.0
35,15,3.0,0.0,0.20000000000000018
35,16,5.0,0.0,0.0
35,17,5.0,0.0,0.0
35,18,3.0,0.0,1.4000000000000004
35,19,3.0,0.0,1.0
35,20,3.7,0.48304589153964794,0.09999999999999964
35,21,5.0,0.0,0.0
35,22,4.0,0.0,1.0
35,23,3.0,0.0,0.10000000000000009
35,24,3.0,0.0,1.5
35,25,2.3,0.48304589153964794,0.7000000000000002
35,26,5.0,0.0,0.0
35,27,4.0,0.0,1.0
35,28,3.0,0.0,0.0
35,29,0.0,0.0,3.5
35,30,3.0,0.0,0.8999999999999999
36,1,4.0,0.0,1.0
36,2,4.0,0.0,0.40000000000000036
36,3,3.0,0.0,0.0
36,4,3.0,0.0,0.8999999999999999
36,5,3.0,0.0,0.0
36,6,4.0,0.0,1.0
36,7,4.0,0.0,0.0
36,8,3.0,0.0,0.0
36,9,3.0,0.0,0.0
36,10,3.0,0.0,0.0
36,11,4.0,0.0,1.0
36,12,4.0,0.0,1.0
36,13,3.0,0.0,0.0
36,14,3.0,0.0,1.0
36,15,3.0,0.0,0.20000000000000018
36,16,4.0,0.0,1.0
36,17,4.8,0.4216370213557839,0.20000000000000018
36,18,3.0,0.0,1.4000000000000004
36,19,3.1,0.31622776601683794,0.8999999999999999
36,20,3.0,0.0,0.7999999999999998
36,21,5.0,0.0,0.0
36,22,4.0,0.0,1.0
36,23,3.0,0.0,0.10000000000000009
36,24,2.1,0.31622776601683794,0.6000000000000001
36,25,2.0,0.0,1.0
36,26,5.0,0.0,0.0
36,27,4.0,0.0,1.0
36,28,3.0,0.0,0.0
36,29,1.0,0.0,2.5
36,30,2.0,0.0,1.9
37,1,5.0,0.0,0.0
37,2,5.0,0.0,0.5999999999999996
37,3,4.0,0.0,1.0
37,4,3.1,0.31622776601683794,1.0
37,5,4.0,0.0,1.0
37,6,5.0,0.0,0.0
37,7,4.0,0.0,0.0
37,8,4.0,0.0,1.0
37,9,3.0,0.0,0.0
37,10,4.0,0.0,1.0
37,11,5.0,0.0,0.0
37,12,5.0,0.0,0.0
37,13,3.6,0.5163977794943223,0.6000000000000001
37,14,4.0,0.0,0.0
37,15,4.0,0.0,0.7999999999999998
37,16,5.0,0.0,0.0
37,17,5.0,0.0,0.0
37,18,4.0,0.0,0.40000000000000036
37,19,4.0,0.0,0.0
37,20,4.0,0.0,0.20000000000000018
37,21,5.0,0.0,0.0
37,22,5.0,0.0,0.0
37,23,4.0,0.0,1.1
37,24,2.0,0.0,0.5
37,25,2.2,0.4216370213557839,0.7999999999999998
37,26,5.0,0.0,0.0
37,27,5.0,0.0,0.0
37,28,4.0,0.0,1.0
37,29,2.0,0.0,1.5
37,30,4.0,0.0,0.10000000000000009
38,1,5.0,0.0,0.0
38,2,5.0,0.0,0.5999999999999996
38,3,4.0,0.0,1.0
38,4,3.0,0.0,0.8999999999999999
38,5,3.0,0.0,0.0
38,6,5.0,0.0,0.0
38,7,4.0,0.0,0.0
38,8,4.0,0.0,1.0
38,9,3.0,0.0,0.0
38,10,4.0,0.0,1.0
38,11,5.0,0.0,0.0
38,12,5.0,0.0,0.0
38,13,4.0,0.0,1.0
38,14,4.0,0.0,0.0
38,15,3.6,0.5163977794943223,0.3999999999999999
38,16,5.0,0.0,0.0
38,17,5.0,0.0,0.0
38,18,4.2,0.4216370213557839,0.20000000000000018
38,19,4.0,0.0,0.0
38,20,3.7,0.48304589153964794,0.09999999999999964
38,21,5.0,0.0,0.0
38,22,5.0,0.0,0.0
38,23,4.0,0.0,1.1
38,24,3.0,0.0,1.5
38,25,3.0,0.0,0.0
38,26,5.0,0.0,0.0
38,27,5.0,0.0,0.0
38,28,3.6,0.5163977794943223,0.6000000000000001
38,29,2.0,0.0,1.5
38,30,3.1,0.31622776601683794,0.7999999999999998
39,1,4.0,0.0,1.0
39,2,4.5,0.5270462766947299,0.09999999999999964
39,3,4.0,0.0,1.0
39,4,3.0,0.0,0.8999999999999999
39,5,4.0,0.0,1.0
39,6,5.0,0.0,0.0
39,7,4.0,0.0,0.0
39,8,4.0,0.0,1.0
39,9,3.0,0.0,0.0
39,10,3.0,0.0,0.0
39,11,4.0,0.0,1.0
39,12,5.0,0.0,0.0
39,13,3.0,0.0,0.0
39,14,4.0,0.0,0.0
39,15,3.0,0.0,0.20000000000000018
39,16,5.0,0.0,0.0
39,17,5.0,0.0,0.0
39,18,4.0,0.0,0.40000000000000036
39,19,4.0,0.0,0.0
39,20,4.0,0.0,0.20000000000000018
39,21,5.0,0.0,0.0
39,22,5.0,0.0,0.0
39,23,3.0,0.0,0.10000000000000009
39,24,3.0,0.0,1.5
39,25,2.7,0.48304589153964794,0.2999999999999998
39,26,4.0,0.0,1.0
39,27,4.0,0.0,1.0
39,28,4.0,0.0,1.0
39,29,4.0,0.0,0.5
39,30,3.0,0.0,0.8999999999999999
40,1,3.0,0.0,2.0
40,2,4.2,0.4216370213557839,0.20000000000000018
40,3,2.6,0.5163977794943223,0.3999999999999999
40,4,2.0,0.0,0.10000000000000009
40,5,3.0,0.0,0.0
40,6,4.0,0.0,1.0
40,7,4.0,0.0,0.0
40,8,3.0,0.0,0.0
40,9,2.0,0.0,1.0
40,10,3.0,0.0,0.0
40,11,4.0,0.0,1.0
40,12,4.0,0.0,1.0
40,13,2.0,0.0,1.0
40,14,4.0,0.0,0.0
40,15,1.4,0.9660917830792958,1.8000000000000003
40,16,3.0,0.0,2.0
40,17,4.0,0.0,1.0
40,18,3.0,0.0,1.4000000000000004
40,19,2.3,0.48304589153964794,1.7000000000000002
40,20,2.1,0.31622776601683794,1.6999999999999997
40,21,5.0,0.0,0.0
40,22,4.0,0.0,1.0
40,23,2.0,0.0,0.8999999999999999
40,24,0.8,1.0327955589886446,0.7
40,25,1.3,0.9486832980505138,1.7
40,26,3.5,0.5270462766947299,1.5
40,27,4.0,0.0,1.0
40,28,2.0,0.0,1.0
40,29,1.0,0.0,2.5
40,30,2.0,0.0,1.9
41,1,4.0,0.0,1.0
41,2,5.0,0.0,0.5999999999999996
41,3,3.0,0.0,0.0
41,4,3.0,0.0,0.8999999999999999
41,5,3.0,0.0,0.0
41,6,5.0,0.0,0.0
41,7,4.0,0.0,0.0
41,8,4.0,0.0,1.0
41,9,3.0,0.0,0.0
41,10,3.0,0.0,0.0
41,11,5.0,0.0,0.0
41,12,5.0,0.0,0.0
41,13,3.4,0.5163977794943223,0.3999999999999999
41,14,4.0,0.0,0.0
41,15,4.0,0.0,0.7999999999999998
41,16,5.0,0.0,0.0
41,17,5.0,0.0,0.0
41,18,4.0,0.0,0.40000000000000036
41,19,4.0,0.0,0.0
41,20,3.0,0.0,0.7999999999999998
41,21,5.0,0.0,0.0
41,22,5.0,0.0,0.0
41,23,4.0,0.0,1.1
41,24,3.0,0.0,1.5
41,25,2.0,0.0,1.0
41,26,5.0,0.0,0.0
41,27,4.1,0.31622776601683794,0.9000000000000004
41,28,4.0,0.0,1.0
41,29,2.0,0.0,1.5
41,30,3.0,0.0,0.8999999999999999
42,1,4.0,0.0,1.0
42,2,4.0,0.0,0.40000000000000036
42,3,2.0,0.0,1.0
42,4,2.2,0.4216370213557839,0.10000000000000009
42,5,2.8,0.4216370213557839,0.20000000000000018
42,6,4.0,0.0,1.0
42,7,4.0,0.0,0.0
42,8,3.0,0.0,0.0
42,9,2.7,0.48304589153964794,0.2999999999999998
42,10,1.8,0.6324555320336759,1.2
42,11,4.0,0.0,1.0
42,12,4.0,0.0,1.0
42,13,2.0,0.0,1.0
42,14,4.0,0.0,0.0
42,15,1.7,0.9486832980505138,1.5000000000000002
42,16,4.6,0.5163977794943222,0.40000000000000036
42,17,5.0,0.0,0.0
42,18,3.3,0.48304589153964794,1.1000000000000005
42,19,3.7,0.48304589153964794,0.2999999999999998
42,20,3.4,0.5163977794943223,0.3999999999999999
42,21,5.0,0.0,0.0
42,22,4.0,0.0,1.0
42,23,3.0,0.0,0.10000000000000009
42,24,0.0,0.0,1.5
42,25,2.2,0.4216370213557839,0.7999999999999998
42,26,3.9,0.5676462121975466,1.1
42,27,4.0,0.0,1.0
42,28,4.0,0.0,1.0
42,29,2.0,0.0,1.5
42,30,3.0,0.0,0.8999999999999999
43,1,4.0,0.0,1.0
43,2,5.0,0.0,0.5999999999999996
43,3,4.0,0.0,1.0
43,4,3.0,0.0,0.8999999999999999
43,5,3.0,0.0,0.0
43,6,4.0,0.0,1.0
43,7,4.0,0.0,0.0
43,8,4.0,0.0,1.0
43,9,3.8,0.4216370213557839,0.7999999999999998
43,10,3.0,0.0,0.0
43,11,4.0,0.0,1.0
43,12,5.0,0.0,0.0
43,13,3.0,0.0,0.0
43,14,4.0,0.0,0.0
43,15,3.0,0.0,0.20000000000000018
43,16,4.7,0.48304589153964794,0.2999999999999998
43,17,5.0,0.0,0.0
43,18,3.0,0.0,1.4000000000000004
43,19,4.0,0.0,0.0
43,20,3.6,0.5163977794943223,0.19999999999999973
43,21,5.0,0.0,0.0
43,22,4.6,0.5163977794943222,0.40000000000000036
43,23,2.7,0.48304589153964794,0.19999999999999973
43,24,2.0,0.0,0.5
43,25,2.0,0.0,1.0
43,26,4.0,0.0,1.0
43,27,4.3,0.48304589153964794,0.7000000000000002
43,28,3.0,0.0,0.0
43,29,2.3,0.48304589153964794,1.2000000000000002
43,30,2.0,0.0,1.9
44,1,5.0,0.0,0.0
44,2,5.0,0.0,0.5999999999999996
44,3,4.0,0.0,1.0
44,4,4.0,0.0,1.9
44,5,4.0,0.0,1.0
44,6,5.0,0.0,0.0
44,7,5.0,0.0,1.0
44,8,4.0,0.0,1.0
44,9,4.0,0.0,1.0
44,10,5.0,0.0,2.0
44,11,5.0,0.0,0.0
44,12,5.0,0.0,0.0
44,13,4.4,0.5163977794943222,1.4000000000000004
44,14,4.0,0.0,0.0
44,15,4.0,0.0,0.7999999999999998
44,16,5.0,0.0,0.0
44,17,5.0,0.0,0.0
44,18,4.1,0.31622776601683794,0.3000000000000007
44,19,4.4,0.5163977794943222,0.40000000000000036
44,20,4.0,0.0,0.20000000000000018
44,21,5.0,0.0,0.0
44,22,5.0,0.0,0.0
44,23,4.0,0.0,1.1
44,24,0.4,0.8432740427115679,1.1
44,25,3.0,0.0,0.0
44,26,5.0,0.0,0.0
44,27,5.0,0.0,0.0
44,28,3.7,0.48304589153964794,0.7000000000000002
44,29,3.0,0.0,0.5
44,30,3.6,0.5163977794943223,0.2999999999999998
45,1,4.0,0.0,1.0
45,2,4.0,0.0,0.40000000000000036
45,3,4.0,0.0,1.0
45,4,4.0,0.0,1.9
45,5,4.0,0.0,1.0
45,6,5.0,0.0,0.0
45,7,4.0,0.0,0.0
45,8,4.0,0.0,1.0
45,9,4.0,0.0,1.0
45,10,4.0,0.0,1.0
45,11,5.0,0.0,0.0
45,12,4.0,0.0,1.0
45,13,4.0,0.0,1.0
45,14,4.0,0.0,0.0
45,15,5.0,0.0,1.7999999999999998
45,16,5.0,0.0,0.0
45,17,4.0,0.0,1.0
45,18,5.0,0.0,0.5999999999999996
45,19,4.5,0.5270462766947299,0.5
45,20,4.0,0.0,0.20000000000000018
45,21,5.0,0.0,0.0
45,22,5.0,0.0,0.0
45,23,4.2,0.4216370213557839,1.3000000000000003
45,24,3.1,0.31622776601683794,1.6
45,25,4.0,0.0,1.0
45,26,5.0,0.0,0.0
45,27,4.0,0.0,1.0
45,28,2.2,0.4216370213557839,0.7999999999999998
45,29,2.0,0.0,1.5
45,30,4.0,0.0,0.10000000000000009
46,1,4.3,0.48304589153964794,0.7000000000000002
46,2,4.0,0.0,0.40000000000000036
46,3,3.0,0.0,0.0
46,4,3.0,0.0,0.8999999999999999
46,5,3.0,0.0,0.0
46,6,5.0,0.0,0.0
46,7,4.0,0.0,0.0
46,8,4.0,0.0,1.0
46,9,3.0,0.0,0.0
46,10,3.9,0.31622776601683794,0.8999999999999999
46,11,4.0,0.0,1.0
46,12,5.0,0.0,0.0
46,13,3.0,0.0,0.0
46,14,4.0,0.0,0.0
46,15,3.0,0.0,0.20000000000000018
46,16,5.0,0.0,0.0
46,17,5.0,0.0,0.0
46,18,4.0,0.0,0.40000000000000036
46,19,4.0,0.0,0.0
46,20,4.0,0.0,0.20000000000000018
46,21,5.0,0.0,0.0
46,22,5.0,0.0,0.0
46,23,3.1,0.31622776601683794,0.20000000000000018
46,24,3.0,0.0,1.5
46,25,2.0,0.0,1.0
46,26,5.0,0.0,0.0
46,27,4.0,0.0,1.0
46,28,4.0,0.0,1.0
46,29,2.0,0.0,1.5
46,30,3.0,0.0,0.8999999999999999
47,1,5.0,0.0,0.0
47,2,5.0,0.0,0.5999999999999996
47,3,5.0,0.0,2.0
47,4,4.0,0.0,1.9
47,5,4.0,0.0,1.0
47,6,5.0,0.0,0.0
47,7,5.0,0.0,1.0
47,8,5.0,0.0,2.0
47,9,4.0,0.0,1.0
47,10,4.0,0.0,1.0
47,11,5.0,0.0,0.0
47,12,5.0,0.0,0.0
47,13,5.0,0.0,2.0
47,14,5.0,0.0,1.0
47,15,4.7,0.48304589153964794,1.5
47,16,5.0,0.0,0.0
47,17,5.0,0.0,0.0
47,18,5.0,0.0,0.5999999999999996
47,19,5.0,0.0,1.0
47,20,5.0,0.0,1.2000000000000002
47,21,5.0,0.0,0.0
47,22,5.0,0.0,0.0
47,23,5.0,0.0,2.1
47,24,3.0,0.0,1.5
47,25,4.0,0.0,1.0
47,26,5.0,0.0,0.0
47,27,5.0,0.0,0.0
47,28,4.0,0.0,1.0
47,29,2.9,0.31622776601683794,0.6000000000000001
47,30,4.0,0.0,0.10000000000000009
48,1,4.0,0.0,1.0
48,2,4.0,0.0,0.40000000000000036
48,3,2.0,0.0,1.0
48,4,2.0,0.0,0.10000000000000009
48,5,2.9,0.31622776601683794,0.10000000000000009
48,6,4.0,0.0,1.0
48,7,4.0,0.0,0.0
48,8,3.0,0.0,0.0
48,9,2.0,0.0,1.0
48,10,3.0,0.0,0.0
48,11,4.0,0.0,1.0
48,12,5.0,0.0,0.0
48,13,2.0,0.0,1.0
48,14,4.0,0.0,0.0
48,15,2.0,0.0,1.2000000000000002
48,16,5.0,0.0,0.0
48,17,5.0,0.0,0.0
48,18,3.0,0.0,1.4000000000000004
48,19,3.0,0.0,1.0
48,20,3.0,0.0,0.7999999999999998
48,21,5.0,0.0,0.0
48,22,4.0,0.0,1.0
48,23,2.0,0.0,0.8999999999999999
48,24,0.0,0.0,1.5
48,25,2.0,0.0,1.0
48,26,5.0,0.0,0.0
48,27,4.0,0.0,1.0
48,28,4.0,0.0,1.0
48,29,1.0,0.0,2.5
48,30,2.0,0.0,1.9
49,1,5.0,0.0,0.0
49,2,5.0,0.0,0.5999999999999996
49,3,3.0,0.0,0.0
49,4,2.0,0.0,0.10000000000000009
49,5,3.0,0.0,0.0
49,6,5.0,0.0,0.0
49,7,4.0,0.0,0.0
49,8,4.0,0.0,1.0
49,9,3.0,0.0,0.0
49,10,3.0,0.0,0.0
49,11,5.0,0.0,0.0
49,12,5.0,0.0,0.0
49,13,2.0,0.0,1.0
49,14,4.0,0.0,0.0
49,15,3.0,0.0,0.20000000000000018
49,16,5.0,0.0,0.0
49,17,5.0,0.0,0.0
49,18,3.0,0.0,1.4000000000000004
49,19,3.0,0.0,1.0
49,20,4.0,0.0,0.20000000000000018
49,21,5.0,0.0,0.0
49,22,5.0,0.0,0.0
49,23,2.1,0.31622776601683794,0.7999999999999998
49,24,2.0,0.0,0.5
49,25,4.0,0.0,1.0
49,26,5.0,0.0,0.0
49,27,5.0,0.0,0.0
49,28,3.0,0.0,0.0
49,29,0.0,0.0,3.5
49,30,2.4,0.5163977794943223,1.5
50,1,4.1,0.31622776601683794,0.9000000000000004
50,2,4.2,0.4216370213557839,0.20000000000000018
50,3,4.0,0.0,1.0
50,4,4.0,0.0,1.9
50,5,4.0,0.0,1.0
50,6,5.0,0.0,0.0
50,7,4.0,0.0,0.0
50,8,4.0,0.0,1.0
50,9,4.0,0.0,1.0
50,10,4.0,0.0,1.0
50,11,4.9,0.31622776601683794,0.09999999999999964
50,12,5.0,0.0,0.0
50,13,4.0,0.0,1.0
50,14,4.0,0.0,0.0
50,15,4.0,0.0,0.7999999999999998
50,16,5.0,0.0,0.0
50,17,5.0,0.0,0.0
50,18,4.0,0.0,0.40000000000000036
50,19,4.0,0.0,0.0
50,20,4.0,0.0,0.20000000000000018
50,21,5.0,0.0,0.0
50,22,5.0,0.0,0.0
50,23,4.0,0.0,1.1
50,24,3.0,0.0,1.5
50,25,3.0,0.0,0.0
50,26,5.0,0.0,0.0
50,27,4.0,0.0,1.0
50,28,4.0,0.0,1.0
50,29,3.1,0.31622776601683794,0.3999999999999999
50,30,4.0,0.0,0.10000000000000009
